Year,SPY Ret %,SPY Value,Strategy Ret %,Strategy Value
2015,1.29,10128.85,-2.87,9713.18
2016,12.0,11344.1,8.8,10567.52
2017,21.71,13806.38,37.68,14549.74
2018,-4.57,13175.56,-8.6,13298.26
2019,31.22,17289.49,31.53,17490.56
2020,18.33,20458.93,2.21,17876.93
2021,28.73,26336.53,50.31,26870.02
2022,-18.18,21549.76,-23.69,20504.68
2023,26.18,27190.59,7.84,22112.48
2024,24.89,33957.36,41.66,31325.57
2025,17.72,39974.29,15.35,36134.95
2026,9.07,43600.29,-8.59,33032.17
