Year,SPY Ret %,SPY Value,Strategy Ret %,Strategy Value
2015,1.29,10128.85,-12.09,8790.73
2016,12.0,11344.1,4.84,9216.61
2017,21.71,13806.38,71.37,15794.91
2018,-4.57,13175.57,-7.64,14587.73
2019,31.22,17289.49,45.72,21257.08
2020,18.33,20458.93,21.34,25792.55
2021,28.73,26336.53,98.64,51234.13
2022,-18.18,21549.77,-30.42,35647.59
2023,26.18,27190.59,12.81,40215.68
2024,24.89,33957.36,63.57,65779.6
2025,17.72,39974.29,22.86,80815.17
2026,8.48,43365.76,-18.2,66105.16
