Year,SPY Ret %,SPY Value,Strategy Ret %,Strategy Value
2015,1.29,10128.85,-12.1,8789.77
2016,12.0,11344.1,4.78,9210.11
2017,21.71,13806.38,71.37,15783.78
2018,-4.57,13175.57,-8.02,14517.16
2019,31.22,17289.48,44.91,21036.18
2020,18.33,20458.93,21.28,25511.9
2021,28.73,26336.53,98.64,50676.65
2022,-18.18,21549.77,-31.78,34574.1
2023,26.18,27190.59,11.9,38687.94
2024,24.89,33957.36,63.57,63280.72
2025,17.72,39974.29,21.58,76938.06
2026,9.94,43948.93,-15.89,64709.86
