Year,SPY Ret %,SPY Value,Strategy Ret %,Strategy Value
2015,1.29,10128.85,-21.05,7895.33
2016,12.0,11344.1,5.75,8348.96
2017,21.71,13806.38,65.27,13798.5
2018,-4.57,13175.57,-9.31,12513.55
2019,31.22,17289.49,45.65,18226.01
2020,18.33,20458.93,26.16,22993.79
2021,28.73,26336.54,93.01,44381.4
2022,-18.18,21549.77,-43.82,24934.03
2023,26.18,27190.6,4.86,26145.47
2024,24.89,33957.37,59.91,41809.35
2025,17.72,39974.3,19.36,49901.96
2026,9.07,43600.3,-19.82,40011.63
