Year,SPY Ret %,SPY Value,Strategy Ret %,Strategy Value
2015,1.29,10128.85,-23.58,7641.7
2016,12.0,11344.1,2.15,7805.71
2017,21.71,13806.38,71.37,13376.99
2018,-4.57,13175.57,-9.43,12115.01
2019,31.22,17289.49,48.22,17956.82
2020,18.33,20458.93,16.69,20954.11
2021,28.73,26336.53,98.64,41623.09
2022,-18.18,21549.77,-48.49,21441.28
2023,26.18,27190.59,4.41,22386.24
2024,24.89,33957.37,63.57,36616.51
2025,17.72,39974.3,24.78,45690.25
2026,9.07,43600.29,-12.82,39833.89
