Year,SPY Ret %,SPY Value,Strategy Ret %,Strategy Value
2014,14.56,11456.17,45.55,14554.63
2015,1.23,11597.58,-17.38,12024.4
2016,12.0,12989.04,14.1,13719.31
2017,21.71,15808.36,71.37,23511.39
2018,-4.57,15086.08,-15.3,19914.64
2019,31.22,19796.53,44.91,28857.43
2020,18.33,23425.56,-8.87,26298.38
2021,28.73,30155.43,98.64,52238.91
2022,-18.18,24674.57,-37.09,32862.16
2023,26.18,31133.34,42.21,46733.14
2024,24.89,38881.33,63.57,76440.02
2025,18.6,46112.38,18.14,90306.66
