Year,SPY Ret %,SPY Value,Strategy Ret %,Strategy Value
2015,1.29,10128.85,-18.01,8199.4
2016,12.0,11344.1,32.05,10827.31
2017,21.71,13806.39,71.37,18555.24
2018,-4.57,13175.57,-9.78,16739.78
2019,31.22,17289.49,43.61,24040.13
2020,18.33,20458.94,16.64,28040.71
2021,28.73,26336.54,98.64,55699.86
2022,-18.18,21549.77,-49.46,28150.29
2023,26.18,27190.6,1.99,28711.75
2024,24.89,33957.37,63.86,47046.25
2025,17.72,39974.3,23.59,58145.34
2026,9.85,43912.4,-11.93,51206.81
