Year,SPY Ret %,SPY Value,Strategy Ret %,Strategy Value
2015,1.29,10128.85,-13.41,8659.0
2016,12.0,11344.1,16.88,10120.94
2017,21.71,13806.38,44.35,14609.91
2018,-4.57,13175.56,-4.3,13980.97
2019,31.22,17289.48,24.37,17387.78
2020,18.33,20458.92,18.91,20676.23
2021,28.73,26336.53,60.57,33199.79
2022,-18.18,21549.77,-21.68,26002.76
2023,26.18,27190.59,7.06,27837.27
2024,24.89,33957.36,43.48,39942.2
2025,17.72,39974.29,3.99,41534.28
2026,9.07,43600.29,-5.77,39138.57
