Year,SPY Ret %,SPY Value,Strategy Ret %,Strategy Value
2015,1.29,10128.85,-12.1,8789.78
2016,12.0,11344.1,14.1,10028.75
2017,21.71,13806.38,71.37,17186.7
2018,-4.57,13175.57,-15.3,14557.51
2019,31.22,17289.49,44.91,21094.64
2020,18.33,20458.93,-8.87,19223.99
2021,28.73,26336.53,98.64,38186.4
2022,-18.18,21549.77,-37.09,24022.08
2023,26.18,27190.59,42.21,34161.7
2024,24.89,33957.37,63.57,55877.29
2025,17.72,39974.3,15.47,64520.01
2026,9.94,43948.93,-15.89,54265.48
