entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,max_dd,max_dd_real,passed,calmar
1.01,-0.01,0.93,0.1,0.0,0.0,1.0,20.512,-45.8792,-54.7074,-54.7074,False,0.3749
1.01,-0.01,0.93,0.1,0.0,0.25,0.75,19.3389,-43.3331,-51.5419,-51.5419,False,0.3752
1.01,-0.01,0.93,0.1,0.0,0.5,0.5,18.0851,-40.4353,-48.2989,-48.2989,False,0.3744
1.01,-0.01,0.93,0.1,0.0,0.75,0.25,16.7431,-37.0787,-44.578,-44.578,True,0.3756
1.01,-0.01,0.93,0.1,0.0,1.0,0.0,15.3033,-33.1071,-40.1751,-40.1751,True,0.3809
1.01,-0.01,0.93,0.1,0.1,0.0,1.0,19.7391,-45.5901,-51.5454,-51.5454,False,0.3829
1.01,-0.01,0.93,0.1,0.1,0.25,0.75,18.65,-43.0453,-48.5731,-48.5731,False,0.384
1.01,-0.01,0.93,0.1,0.1,0.5,0.5,17.4926,-40.1707,-45.3755,-45.3755,False,0.3855
1.01,-0.01,0.93,0.1,0.1,0.75,0.25,16.2599,-36.873,-41.733,-41.733,True,0.3896
1.01,-0.01,0.93,0.1,0.1,1.0,0.0,14.9438,-33.0197,-37.5097,-37.5097,True,0.3984
1.01,-0.01,0.93,0.1,0.2,0.0,1.0,18.9196,-45.2052,-49.8928,-49.8928,False,0.3792
1.01,-0.01,0.93,0.1,0.2,0.25,0.75,17.9207,-42.6715,-47.0996,-47.0996,False,0.3805
1.01,-0.01,0.93,0.1,0.2,0.5,0.5,16.8645,-39.8341,-43.9833,-43.9833,True,0.3834
1.01,-0.01,0.93,0.1,0.2,0.75,0.25,15.7463,-36.6141,-40.4627,-40.4627,True,0.3892
1.01,-0.01,0.93,0.1,0.2,1.0,0.0,14.559,-32.9025,-36.4254,-36.4254,True,0.3997
1.01,-0.01,0.93,0.1,0.3,0.0,1.0,18.0197,-44.722,-48.6788,-48.6788,False,0.3702
1.01,-0.01,0.93,0.1,0.3,0.25,0.75,17.1204,-42.2124,-45.9357,-45.9357,False,0.3727
1.01,-0.01,0.93,0.1,0.3,0.5,0.5,16.1761,-39.4279,-42.8998,-42.8998,True,0.3771
1.01,-0.01,0.93,0.1,0.3,0.75,0.25,15.1807,-36.3051,-39.5052,-39.5052,True,0.3843
1.01,-0.01,0.93,0.1,0.3,1.0,0.0,14.1301,-32.7568,-35.6619,-35.6619,True,0.3962
1.01,-0.01,0.93,0.2,0.0,0.0,1.0,20.002,-52.4239,-56.9929,-56.9929,False,0.351
1.01,-0.01,0.93,0.2,0.0,0.25,0.75,18.8971,-49.5873,-53.8647,-53.8647,False,0.3508
1.01,-0.01,0.93,0.2,0.0,0.5,0.5,17.7064,-46.3888,-50.4089,-50.4089,False,0.3513
1.01,-0.01,0.93,0.2,0.0,0.75,0.25,16.4219,-42.7178,-46.5689,-46.5689,False,0.3526
1.01,-0.01,0.93,0.2,0.0,1.0,0.0,15.0337,-38.4114,-42.2747,-42.2747,True,0.3556
1.01,-0.01,0.93,0.2,0.1,0.0,1.0,19.3494,-50.7786,-54.8818,-54.8818,False,0.3526
1.01,-0.01,0.93,0.2,0.1,0.25,0.75,18.3104,-48.0084,-51.8116,-51.8116,False,0.3534
1.01,-0.01,0.93,0.2,0.1,0.5,0.5,17.1997,-44.8957,-48.4414,-48.4414,False,0.3551
1.01,-0.01,0.93,0.2,0.1,0.75,0.25,16.0098,-41.3422,-44.7238,-44.7238,False,0.358
1.01,-0.01,0.93,0.2,0.1,1.0,0.0,14.7319,-37.2069,-40.5999,-40.5999,True,0.3629
1.01,-0.01,0.93,0.2,0.2,0.0,1.0,18.6427,-49.0175,-52.6378,-52.6378,False,0.3542
1.01,-0.01,0.93,0.2,0.2,0.25,0.75,17.6798,-46.3256,-49.6421,-49.6421,False,0.3561
1.01,-0.01,0.93,0.2,0.2,0.5,0.5,16.6579,-43.3134,-46.3768,-46.3768,False,0.3592
1.01,-0.01,0.93,0.2,0.2,0.75,0.25,15.5706,-39.8966,-42.8031,-42.8031,True,0.3638
1.01,-0.01,0.93,0.2,0.2,1.0,0.0,14.4108,-35.9567,-38.8743,-38.8743,True,0.3707
1.01,-0.01,0.93,0.2,0.3,0.0,1.0,17.9632,-47.1434,-49.4886,-49.4886,False,0.363
1.01,-0.01,0.93,0.2,0.3,0.25,0.75,17.0773,-44.5422,-46.7095,-46.7095,False,0.3656
1.01,-0.01,0.93,0.2,0.3,0.5,0.5,16.1449,-41.6496,-43.6252,-43.6252,False,0.3701
