entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,max_dd,max_dd_real,passed,calmar
1.01,-0.01,0.93,0.1,0.0,0.0,1.0,23.5313,-42.8739,-70.9038,-63.5013,False,0.3706
1.01,-0.01,0.93,0.1,0.0,0.25,0.75,22.6697,-40.723,-66.83,-60.5282,False,0.3745
1.01,-0.01,0.93,0.1,0.0,0.5,0.5,21.6882,-48.7007,-62.878,-57.1018,True,0.3798
1.01,-0.01,0.93,0.1,0.0,0.75,0.25,20.5748,-44.8418,-58.3757,-53.0257,True,0.388
1.01,-0.01,0.93,0.1,0.0,1.0,0.0,19.3134,-40.7325,-53.2175,-47.9573,True,0.4027
1.01,-0.01,0.93,0.1,0.1,0.0,1.0,23.1557,-42.4367,-68.6957,-60.3965,False,0.3834
1.01,-0.01,0.93,0.1,0.1,0.25,0.75,22.3132,-40.3523,-65.3392,-57.3076,False,0.3894
1.01,-0.01,0.93,0.1,0.1,0.5,0.5,21.3679,-48.0727,-61.5681,-53.9246,True,0.3963
1.01,-0.01,0.93,0.1,0.1,0.75,0.25,20.3096,-44.5418,-57.3131,-49.9012,True,0.407
1.01,-0.01,0.93,0.1,0.1,1.0,0.0,19.1259,-40.8005,-52.4882,-44.9117,True,0.4259
1.01,-0.01,0.93,0.1,0.2,0.0,1.0,22.6209,-41.9461,-67.1075,-57.5839,False,0.3928
1.01,-0.01,0.93,0.1,0.2,0.25,0.75,21.8132,-50.6887,-63.9002,-54.5156,True,0.4001
1.01,-0.01,0.93,0.1,0.2,0.5,0.5,20.9201,-47.6479,-60.3311,-51.1249,True,0.4092
1.01,-0.01,0.93,0.1,0.2,0.75,0.25,19.9333,-44.4437,-56.345,-47.3583,True,0.4209
1.01,-0.01,0.93,0.1,0.2,1.0,0.0,18.8423,-41.0666,-51.8754,-43.1495,True,0.4367
1.01,-0.01,0.93,0.1,0.3,0.0,1.0,21.9337,-41.3962,-65.4488,-55.1209,False,0.3979
1.01,-0.01,0.93,0.1,0.3,0.25,0.75,21.1809,-50.0352,-62.4134,-52.2131,True,0.4057
1.01,-0.01,0.93,0.1,0.3,0.5,0.5,20.3586,-47.2912,-59.0687,-49.0274,True,0.4152
1.01,-0.01,0.93,0.1,0.3,0.75,0.25,19.4613,-44.4148,-55.5147,-45.5197,True,0.4275
1.01,-0.01,0.93,0.1,0.3,1.0,0.0,18.4812,-41.3993,-51.7046,-41.642,True,0.4438
1.01,-0.01,0.93,0.2,0.0,0.0,1.0,22.8943,-41.7239,-76.2996,-64.5363,False,0.3548
1.01,-0.01,0.93,0.2,0.0,0.25,0.75,22.1355,-40.7364,-72.9526,-61.2133,False,0.3616
1.01,-0.01,0.93,0.2,0.0,0.5,0.5,21.2526,-54.6373,-69.0938,-57.4694,True,0.3698
1.01,-0.01,0.93,0.2,0.0,0.75,0.25,20.2322,-50.5265,-64.6298,-53.2217,True,0.3801
1.01,-0.01,0.93,0.2,0.0,1.0,0.0,19.0578,-46.1001,-59.4373,-48.3643,True,0.394
1.01,-0.01,0.93,0.2,0.1,0.0,1.0,22.4942,-42.4454,-73.942,-61.7833,False,0.3641
1.01,-0.01,0.93,0.2,0.1,0.25,0.75,21.7463,-40.3681,-70.643,-58.4871,False,0.3718
1.01,-0.01,0.93,0.2,0.1,0.5,0.5,20.8911,-52.9076,-66.8902,-54.8017,True,0.3812
1.01,-0.01,0.93,0.2,0.1,0.75,0.25,19.9199,-49.1361,-62.6037,-50.656,True,0.3932
1.01,-0.01,0.93,0.2,0.1,1.0,0.0,18.8205,-45.1055,-57.6845,-45.9608,True,0.4095
1.01,-0.01,0.93,0.2,0.2,0.0,1.0,22.0062,-41.9578,-71.3316,-58.7706,False,0.3744
1.01,-0.01,0.93,0.2,0.2,0.25,0.75,21.2838,-54.4316,-68.1239,-55.528,True,0.3833
1.01,-0.01,0.93,0.2,0.2,0.5,0.5,20.4725,-51.2128,-64.5199,-51.9321,True,0.3942
1.01,-0.01,0.93,0.2,0.2,0.75,0.25,19.5638,-47.799,-60.4559,-47.9239,True,0.4082
