entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,max_dd,max_dd_real,passed,calmar
1.01,-0.01,0.93,0.9,0.0,1.0,0.0,19.5638,-36.5997,-50.9155,-50.4825,True,0.3875
1.01,-0.01,0.93,0.9,0.1,0.0,1.0,23.3646,-48.5492,-68.8906,-62.8223,False,0.3719
1.01,-0.01,0.93,0.9,0.1,0.25,0.75,22.5486,-45.1876,-64.2053,-59.5501,False,0.3786
1.01,-0.01,0.93,0.9,0.1,0.5,0.5,21.611,-41.5674,-59.5389,-55.9324,False,0.3864
1.01,-0.01,0.93,0.9,0.1,0.75,0.25,20.5394,-37.6611,-54.9636,-51.9166,True,0.3956
1.01,-0.01,0.93,0.9,0.1,1.0,0.0,19.3149,-33.4325,-49.7953,-47.4424,True,0.4071
1.01,-0.01,0.93,1.0,0.0,0.0,1.0,23.7644,-52.2452,-72.5578,-66.1659,False,0.3592
1.01,-0.01,0.93,1.0,0.0,0.25,0.75,22.9479,-48.7917,-67.8514,-62.8675,False,0.365
1.01,-0.01,0.93,1.0,0.0,0.5,0.5,21.9883,-45.0508,-62.467,-59.1928,False,0.3715
1.01,-0.01,0.93,1.0,0.0,0.75,0.25,20.8706,-40.9848,-56.5579,-55.0767,False,0.3789
1.01,-0.01,0.93,1.0,0.0,1.0,0.0,19.5749,-36.5489,-50.9809,-50.4428,True,0.3881
1.01,-0.01,0.94,0.1,0.0,0.0,1.0,24.3196,-50.0458,-66.5036,-57.1758,True,0.4253
1.01,-0.01,0.94,0.1,0.0,0.25,0.75,23.3057,-46.2677,-62.6151,-54.1538,True,0.4304
1.01,-0.01,0.94,0.1,0.0,0.5,0.5,22.1829,-42.3336,-58.2706,-50.7799,True,0.4368
1.01,-0.01,0.94,0.1,0.0,0.75,0.25,20.9402,-38.2336,-53.389,-46.9331,True,0.4462
1.01,-0.01,0.94,0.1,0.0,1.0,0.0,19.5627,-33.9567,-47.8691,-42.4207,True,0.4612
1.01,-0.01,0.94,0.1,0.1,0.0,1.0,24.0864,-48.4365,-64.5116,-53.9273,True,0.4466
1.01,-0.01,0.94,0.1,0.1,0.25,0.75,23.0927,-45.0444,-60.8311,-50.8661,True,0.454
1.01,-0.01,0.94,0.1,0.1,0.5,0.5,22.0043,-41.5242,-56.7503,-47.5381,True,0.4629
1.01,-0.01,0.94,0.1,0.1,0.75,0.25,20.8126,-37.8682,-52.2031,-43.8208,True,0.4749
1.01,-0.01,0.94,0.1,0.1,1.0,0.0,19.506,-34.0682,-47.1084,-39.7437,True,0.4908
1.01,-0.01,0.94,0.1,0.2,0.0,1.0,23.6978,-47.0652,-62.5526,-50.9438,True,0.4652
1.01,-0.01,0.94,0.1,0.2,0.25,0.75,22.7383,-44.0561,-59.1012,-47.9826,True,0.4739
1.01,-0.01,0.94,0.1,0.2,0.5,0.5,21.6999,-40.9448,-55.3061,-44.7595,True,0.4848
1.01,-0.01,0.94,0.1,0.2,0.75,0.25,20.574,-37.7255,-51.1158,-41.2388,True,0.4989
1.01,-0.01,0.94,0.1,0.2,1.0,0.0,19.3518,-34.3925,-46.4681,-37.3766,True,0.5178
1.01,-0.01,0.94,0.1,0.3,0.0,1.0,23.1591,-45.7765,-60.5127,-47.8601,True,0.4839
1.01,-0.01,0.94,0.1,0.3,0.25,0.75,22.2516,-43.1529,-57.3161,-45.0197,True,0.4943
1.01,-0.01,0.94,0.1,0.3,0.5,0.5,21.2788,-40.45,-53.8316,-41.951,True,0.5072
1.01,-0.01,0.94,0.1,0.3,0.75,0.25,20.2352,-37.6639,-50.1614,-38.63,True,0.5238
1.01,-0.01,0.94,0.1,0.3,1.0,0.0,19.1129,-34.7906,-46.2953,-35.0196,True,0.5458
1.01,-0.01,0.94,0.2,0.0,0.0,1.0,25.4342,-41.7239,-68.3809,-58.7116,False,0.4332
1.01,-0.01,0.94,0.2,0.0,0.25,0.75,24.3651,-45.5179,-64.5297,-55.53,True,0.4388
1.01,-0.01,0.94,0.2,0.0,0.5,0.5,23.182,-41.5794,-60.1973,-52.0124,True,0.4457
1.01,-0.01,0.94,0.2,0.0,0.75,0.25,21.8735,-37.4696,-55.295,-48.1018,True,0.4547
1.01,-0.01,0.94,0.2,0.0,1.0,0.0,20.4239,-33.1759,-49.7111,-43.7334,True,0.467
1.01,-0.01,0.94,0.2,0.1,0.0,1.0,24.8705,-47.8349,-66.2634,-56.1061,True,0.4433
1.01,-0.01,0.94,0.2,0.1,0.25,0.75,23.8387,-44.4501,-62.5925,-52.991,True,0.4499
1.01,-0.01,0.94,0.2,0.1,0.5,0.5,22.7093,-40.9341,-58.499,-49.5686,True,0.4581
1.01,-0.01,0.94,0.2,0.1,0.75,0.25,21.4728,-37.2783,-53.9111,-45.7905,True,0.4689
1.01,-0.01,0.94,0.2,0.1,1.0,0.0,20.117,-33.4734,-48.7402,-41.605,True,0.4835
1.01,-0.01,0.94,0.2,0.2,0.0,1.0,24.2358,-46.4907,-63.988,-53.3253,True,0.4545
1.01,-0.01,0.94,0.2,0.2,0.25,0.75,23.2548,-43.4982,-60.5299,-50.2973,True,0.4623
1.01,-0.01,0.94,0.2,0.2,0.5,0.5,22.1925,-40.4006,-56.7091,-46.9931,True,0.4723
1.01,-0.01,0.94,0.2,0.2,0.75,0.25,21.0394,-37.1916,-52.4688,-43.3747,True,0.4851
1.01,-0.01,0.94,0.2,0.2,1.0,0.0,19.7869,-33.8646,-47.7405,-39.398,True,0.5022
1.01,-0.01,0.94,0.2,0.3,0.0,1.0,23.4077,-45.2274,-61.6015,-50.3352,True,0.465
1.01,-0.01,0.94,0.2,0.3,0.25,0.75,22.5003,-42.6221,-58.3835,-47.4195,True,0.4745
1.01,-0.01,0.94,0.2,0.3,0.5,0.5,21.5262,-39.9358,-54.8632,-44.261,True,0.4863
1.01,-0.01,0.94,0.2,0.3,0.75,0.25,20.4796,-37.1642,-50.9989,-40.8326,True,0.5016
1.01,-0.01,0.94,0.2,0.3,1.0,0.0,19.3517,-34.303,-46.7405,-37.0945,True,0.5217
1.01,-0.01,0.94,0.3,0.0,0.0,1.0,25.4743,-45.1196,-68.6778,-61.1175,False,0.4168
1.01,-0.01,0.94,0.3,0.0,0.25,0.75,24.4177,-41.948,-64.8341,-57.9042,False,0.4217
1.01,-0.01,0.94,0.3,0.0,0.5,0.5,23.2464,-41.3762,-60.5046,-54.3415,True,0.4278
1.01,-0.01,0.94,0.3,0.0,0.75,0.25,21.9486,-37.2865,-55.5994,-50.3694,True,0.4358
1.01,-0.01,0.94,0.3,0.0,1.0,0.0,20.5092,-33.0122,-50.0043,-45.919,True,0.4466
1.01,-0.01,0.94,0.3,0.1,0.0,1.0,24.736,-42.8484,-66.5312,-58.6993,False,0.4214
1.01,-0.01,0.94,0.3,0.1,0.25,0.75,23.7368,-44.1909,-62.8622,-55.5334,True,0.4274
1.01,-0.01,0.94,0.3,0.1,0.5,0.5,22.638,-40.6896,-58.7669,-52.0458,True,0.435
1.01,-0.01,0.94,0.3,0.1,0.75,0.25,21.43,-37.0488,-54.1729,-48.1851,True,0.4447
1.01,-0.01,0.94,0.3,0.1,1.0,0.0,20.1009,-33.2591,-48.99,-43.8959,True,0.4579
1.01,-0.01,0.94,0.3,0.2,0.0,1.0,24.0258,-40.6092,-64.3294,-56.226,False,0.4273
1.01,-0.01,0.94,0.3,0.2,0.25,0.75,23.0816,-43.2539,-60.862,-53.1221,True,0.4345
1.01,-0.01,0.94,0.3,0.2,0.5,0.5,22.0544,-40.1578,-57.0282,-49.7267,True,0.4435
1.01,-0.01,0.94,0.3,0.2,0.75,0.25,20.9332,-36.9509,-52.7712,-45.9991,True,0.4551
1.01,-0.01,0.94,0.3,0.2,1.0,0.0,19.7102,-33.6265,-48.0221,-41.892,True,0.4705
1.01,-0.01,0.94,0.3,0.3,0.0,1.0,23.261,-45.0478,-62.0235,-53.5806,True,0.4341
1.01,-0.01,0.94,0.3,0.3,0.25,0.75,22.3829,-42.4353,-58.7894,-50.5598,True,0.4427
1.01,-0.01,0.94,0.3,0.3,0.5,0.5,21.4344,-39.7416,-55.2487,-47.2804,True,0.4533
1.01,-0.01,0.94,0.3,0.3,0.75,0.25,20.4084,-36.9625,-51.359,-43.7127,True,0.4669
1.01,-0.01,0.94,0.3,0.3,1.0,0.0,19.3003,-34.0934,-47.0696,-39.8145,True,0.4848
1.01,-0.01,0.94,0.4,0.0,0.0,1.0,25.3219,-48.738,-69.0212,-63.6811,False,0.3976
1.01,-0.01,0.94,0.4,0.0,0.25,0.75,24.2957,-45.4313,-65.1755,-60.4306,False,0.402
1.01,-0.01,0.94,0.4,0.0,0.5,0.5,23.1511,-41.8534,-60.8397,-56.8178,False,0.4075
1.01,-0.01,0.94,0.4,0.0,0.75,0.25,21.8768,-37.9688,-55.923,-52.7803,True,0.4145
1.01,-0.01,0.94,0.4,0.0,1.0,0.0,20.4573,-33.7356,-50.3106,-48.2456,True,0.424
1.01,-0.01,0.94,0.4,0.1,0.0,1.0,24.6692,-46.7925,-66.9432,-61.5477,False,0.4008
