entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,passed
1.01,0.005,0.95,0.1,0.0,0.0,1.0,14.67,-29.58,True
1.01,0.005,0.95,0.1,0.0,0.25,0.75,14.14,-27.3,True
1.01,0.005,0.95,0.1,0.0,0.5,0.5,13.52,-24.94,True
1.01,0.005,0.95,0.1,0.0,0.75,0.25,12.82,-22.5,True
1.01,0.005,0.95,0.1,0.0,1.0,0.0,12.01,-19.97,True
1.01,0.005,0.95,0.1,0.1,0.0,1.0,14.97,-31.75,True
1.01,0.005,0.95,0.1,0.1,0.25,0.75,14.53,-29.63,True
1.01,0.005,0.95,0.1,0.1,0.5,0.5,14.03,-27.49,True
1.01,0.005,0.95,0.1,0.1,0.75,0.25,13.46,-25.34,True
1.01,0.005,0.95,0.1,0.1,1.0,0.0,12.82,-23.18,True
1.01,0.005,0.95,0.1,0.2,0.0,1.0,15.43,-36.22,True
1.01,0.005,0.95,0.1,0.2,0.25,0.75,15.05,-34.13,True
1.01,0.005,0.95,0.1,0.2,0.5,0.5,14.61,-32.02,True
1.01,0.005,0.95,0.1,0.2,0.75,0.25,14.11,-29.89,True
1.01,0.005,0.95,0.1,0.2,1.0,0.0,13.56,-27.76,True
1.01,0.005,0.95,0.1,0.3,0.0,1.0,15.84,-38.25,True
1.01,0.005,0.95,0.1,0.3,0.25,0.75,15.5,-36.6,True
1.01,0.005,0.95,0.1,0.3,0.5,0.5,15.11,-34.89,True
1.01,0.005,0.95,0.1,0.3,0.75,0.25,14.67,-33.12,True
1.01,0.005,0.95,0.1,0.3,1.0,0.0,14.2,-31.28,True
1.01,0.005,0.95,0.2,0.0,0.0,1.0,16.99,-42.33,False
1.01,0.005,0.95,0.2,0.0,0.25,0.75,16.37,-39.31,True
1.01,0.005,0.95,0.2,0.0,0.5,0.5,15.64,-36.16,True
1.01,0.005,0.95,0.2,0.0,0.75,0.25,14.81,-32.86,True
1.01,0.005,0.95,0.2,0.0,1.0,0.0,13.86,-29.41,True
1.01,0.005,0.95,0.2,0.1,0.0,1.0,17.42,-37.68,True
1.01,0.005,0.95,0.2,0.1,0.25,0.75,16.81,-35.32,True
1.01,0.005,0.95,0.2,0.1,0.5,0.5,16.12,-32.9,True
1.01,0.005,0.95,0.2,0.1,0.75,0.25,15.35,-30.4,True
1.01,0.005,0.95,0.2,0.1,1.0,0.0,14.49,-27.83,True
1.01,0.005,0.95,0.2,0.2,0.0,1.0,17.52,-39.28,True
1.01,0.005,0.95,0.2,0.2,0.25,0.75,16.96,-37.22,True
1.01,0.005,0.95,0.2,0.2,0.5,0.5,16.33,-35.1,True
1.01,0.005,0.95,0.2,0.2,0.75,0.25,15.64,-32.92,True
1.01,0.005,0.95,0.2,0.2,1.0,0.0,14.87,-30.65,True
1.01,0.005,0.95,0.2,0.3,0.0,1.0,17.69,-40.51,True
1.01,0.005,0.95,0.2,0.3,0.25,0.75,17.13,-38.74,True
1.01,0.005,0.95,0.2,0.3,0.5,0.5,16.52,-36.9,True
1.01,0.005,0.95,0.2,0.3,0.75,0.25,15.87,-35.0,True
1.01,0.005,0.95,0.2,0.3,1.0,0.0,15.17,-33.05,True
1.01,0.005,0.95,0.3,0.0,0.0,1.0,18.08,-41.59,False
1.01,0.005,0.95,0.3,0.0,0.25,0.75,17.39,-38.58,True
1.01,0.005,0.95,0.3,0.0,0.5,0.5,16.6,-35.44,True
1.01,0.005,0.95,0.3,0.0,0.75,0.25,15.7,-32.16,True
1.01,0.005,0.95,0.3,0.0,1.0,0.0,14.67,-28.72,True
1.01,0.005,0.95,0.3,0.1,0.0,1.0,18.13,-39.8,True
1.01,0.005,0.95,0.3,0.1,0.25,0.75,17.47,-37.32,True
1.01,0.005,0.95,0.3,0.1,0.5,0.5,16.72,-34.78,True
1.01,0.005,0.95,0.3,0.1,0.75,0.25,15.89,-32.17,True
