entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,max_dd,max_dd_real,passed,calmar
1.01,-0.01,0.93,0.5,0.3,1.0,0.0,10.9439,-36.8479,-50.5867,-50.125,True,0.2183
1.01,-0.01,0.93,0.6,0.0,0.0,1.0,10.7963,-56.8895,-76.3744,-76.3744,False,0.1414
1.01,-0.01,0.93,0.6,0.0,0.25,0.75,10.9888,-53.7808,-72.5674,-72.5674,False,0.1514
1.01,-0.01,0.93,0.6,0.0,0.5,0.5,11.0955,-50.3794,-68.098,-68.098,False,0.1629
1.01,-0.01,0.93,0.6,0.0,0.75,0.25,11.1166,-46.6248,-62.7845,-62.7845,False,0.1771
1.01,-0.01,0.93,0.6,0.0,1.0,0.0,11.0516,-42.4355,-56.595,-56.595,False,0.1953
1.01,-0.01,0.93,0.6,0.1,0.0,1.0,10.9218,-54.3036,-72.9737,-72.9737,False,0.1497
1.01,-0.01,0.93,0.6,0.1,0.25,0.75,11.0477,-51.3328,-69.0946,-69.0946,False,0.1599
1.01,-0.01,0.93,0.6,0.1,0.5,0.5,11.1041,-48.0976,-64.5884,-64.5884,False,0.1719
1.01,-0.01,0.93,0.6,0.1,0.75,0.25,11.0913,-44.5463,-59.5018,-59.5018,False,0.1864
1.01,-0.01,0.93,0.6,0.1,1.0,0.0,11.0084,-40.611,-54.4224,-54.4224,False,0.2023
1.01,-0.01,0.93,0.6,0.2,0.0,1.0,10.9959,-51.5675,-69.1414,-69.1414,False,0.159
1.01,-0.01,0.93,0.6,0.2,0.25,0.75,11.0679,-48.7557,-65.2247,-65.2247,False,0.1697
1.01,-0.01,0.93,0.6,0.2,0.5,0.5,11.0846,-45.7093,-61.2493,-61.2493,False,0.181
1.01,-0.01,0.93,0.6,0.2,0.75,0.25,11.0464,-42.3856,-57.11,-57.11,False,0.1934
1.01,-0.01,0.93,0.6,0.2,1.0,0.0,10.9522,-38.7296,-52.2998,-52.2998,True,0.2094
1.01,-0.01,0.93,0.6,0.3,0.0,1.0,11.02,-48.6649,-65.6457,-65.0256,False,0.1695
1.01,-0.01,0.93,0.6,0.3,0.25,0.75,11.05,-46.0367,-62.3057,-61.9467,False,0.1784
1.01,-0.01,0.93,0.6,0.3,0.5,0.5,11.0375,-43.2052,-58.6775,-58.4933,False,0.1887
1.01,-0.01,0.93,0.6,0.3,0.75,0.25,10.9821,-40.1367,-54.7325,-54.578,False,0.2012
1.01,-0.01,0.93,0.6,0.3,1.0,0.0,10.8832,-36.7882,-50.4393,-50.0821,True,0.2173
1.01,-0.01,0.93,0.7,0.0,0.0,1.0,10.7012,-56.8252,-76.4634,-76.4634,False,0.14
1.01,-0.01,0.93,0.7,0.0,0.25,0.75,10.9037,-53.7183,-72.6635,-72.6635,False,0.1501
1.01,-0.01,0.93,0.7,0.0,0.5,0.5,11.0197,-50.3186,-68.2006,-68.2006,False,0.1616
1.01,-0.01,0.93,0.7,0.0,0.75,0.25,11.0496,-46.5653,-62.8929,-62.8929,False,0.1757
1.01,-0.01,0.93,0.7,0.0,1.0,0.0,10.9928,-42.3767,-56.5736,-56.5736,False,0.1943
1.01,-0.01,0.93,0.7,0.1,0.0,1.0,10.8236,-54.2384,-73.0786,-73.0786,False,0.1481
1.01,-0.01,0.93,0.7,0.1,0.25,0.75,10.96,-51.2697,-69.2058,-69.2058,False,0.1584
1.01,-0.01,0.93,0.7,0.1,0.5,0.5,11.0262,-48.0364,-64.7051,-64.7051,False,0.1704
1.01,-0.01,0.93,0.7,0.1,0.75,0.25,11.0225,-44.4865,-59.4609,-59.4609,False,0.1854
1.01,-0.01,0.93,0.7,0.1,1.0,0.0,10.9481,-40.5517,-54.3782,-54.3782,False,0.2013
1.01,-0.01,0.93,0.7,0.2,0.0,1.0,10.8949,-51.5019,-69.2648,-69.2648,False,0.1573
1.01,-0.01,0.93,0.7,0.2,0.25,0.75,10.9776,-48.6924,-65.3534,-65.3534,False,0.168
1.01,-0.01,0.93,0.7,0.2,0.5,0.5,11.0047,-45.648,-61.2109,-61.2109,False,0.1798
1.01,-0.01,0.93,0.7,0.2,0.75,0.25,10.9759,-42.3257,-57.0701,-57.0701,False,0.1923
1.01,-0.01,0.93,0.7,0.2,1.0,0.0,10.8904,-38.6701,-52.2562,-52.2562,True,0.2084
1.01,-0.01,0.93,0.7,0.3,0.0,1.0,10.9456,-48.6041,-65.5492,-64.9914,False,0.1684
1.01,-0.01,0.93,0.7,0.3,0.25,0.75,10.9815,-45.9781,-62.2099,-61.9127,False,0.1774
1.01,-0.01,0.93,0.7,0.3,0.5,0.5,10.976,-43.1485,-58.5708,-58.4589,False,0.1878
1.01,-0.01,0.93,0.7,0.3,0.75,0.25,10.9271,-40.0813,-54.6166,-54.542,False,0.2003
1.01,-0.01,0.93,0.7,0.3,1.0,0.0,10.834,-36.7332,-50.3163,-50.0425,True,0.2165
1.01,-0.01,0.93,0.8,0.0,0.0,1.0,10.5994,-56.7609,-76.5527,-76.5527,False,0.1385
1.01,-0.01,0.93,0.8,0.0,0.25,0.75,10.8131,-53.6558,-72.7598,-72.7598,False,0.1486
1.01,-0.01,0.93,0.8,0.0,0.5,0.5,10.9396,-50.2578,-68.3035,-68.3035,False,0.1602
1.01,-0.01,0.93,0.8,0.0,0.75,0.25,10.9792,-46.5058,-63.0014,-63.0014,False,0.1743
1.01,-0.01,0.93,0.8,0.0,1.0,0.0,10.9313,-42.3178,-56.5881,-56.5881,False,0.1932
1.01,-0.01,0.93,0.8,0.1,0.0,1.0,10.7188,-54.1733,-73.1837,-73.1837,False,0.1465
1.01,-0.01,0.93,0.8,0.1,0.25,0.75,10.8667,-51.2066,-69.3172,-69.3172,False,0.1568
1.01,-0.01,0.93,0.8,0.1,0.5,0.5,10.9439,-47.9752,-64.8221,-64.8221,False,0.1688
1.01,-0.01,0.93,0.8,0.1,0.75,0.25,10.9502,-44.4267,-59.5346,-59.5346,False,0.1839
1.01,-0.01,0.93,0.8,0.1,1.0,0.0,10.885,-40.4925,-54.334,-54.334,False,0.2003
1.01,-0.01,0.93,0.8,0.2,0.0,1.0,10.8094,-51.4402,-69.3619,-69.3619,False,0.1558
1.01,-0.01,0.93,0.8,0.2,0.25,0.75,10.9001,-48.6328,-65.4547,-65.4547,False,0.1665
1.01,-0.01,0.93,0.8,0.2,0.5,0.5,10.9359,-45.5902,-61.1745,-61.1745,False,0.1788
1.01,-0.01,0.93,0.8,0.2,0.75,0.25,10.9149,-42.2693,-57.0323,-57.0323,False,0.1914
1.01,-0.01,0.93,0.8,0.2,1.0,0.0,10.8366,-38.6143,-52.2151,-52.2151,True,0.2075
1.01,-0.01,0.93,0.9,0.0,0.0,1.0,10.4904,-56.6967,-76.6422,-76.6422,False,0.1369
1.01,-0.01,0.93,0.9,0.0,0.25,0.75,10.7167,-53.5933,-72.8562,-72.8562,False,0.1471
1.01,-0.01,0.93,0.9,0.0,0.5,0.5,10.8548,-50.197,-68.4065,-68.4065,False,0.1587
1.01,-0.01,0.93,0.9,0.0,0.75,0.25,10.9051,-46.4464,-63.1101,-63.1101,False,0.1728
1.01,-0.01,0.93,0.9,0.0,1.0,0.0,10.867,-42.259,-56.7008,-56.7008,False,0.1917
1.01,-0.01,0.93,0.9,0.1,0.0,1.0,10.6191,-54.1104,-73.2759,-73.2759,False,0.1449
1.01,-0.01,0.93,0.9,0.1,0.25,0.75,10.7779,-51.1457,-69.415,-69.415,False,0.1553
1.01,-0.01,0.93,0.9,0.1,0.5,0.5,10.8657,-47.9161,-64.9248,-64.9248,False,0.1674
1.01,-0.01,0.93,0.9,0.1,0.75,0.25,10.8817,-44.369,-59.641,-59.641,False,0.1825
1.01,-0.01,0.93,0.9,0.1,1.0,0.0,10.8253,-40.4354,-54.2914,-54.2914,False,0.1994
1.01,-0.01,0.93,1.0,0.0,0.0,1.0,10.3738,-56.6324,-76.732,-76.732,False,0.1352
1.01,-0.01,0.93,1.0,0.0,0.25,0.75,10.6141,-53.5308,-72.9529,-72.9529,False,0.1455
1.01,-0.01,0.93,1.0,0.0,0.5,0.5,10.7652,-50.1363,-68.5097,-68.5097,False,0.1571
1.01,-0.01,0.93,1.0,0.0,0.75,0.25,10.8273,-46.387,-63.2189,-63.2189,False,0.1713
1.01,-0.01,0.93,1.0,0.0,1.0,0.0,10.7999,-42.2001,-56.8136,-56.8136,False,0.1901
1.01,-0.01,0.94,0.1,0.0,0.0,1.0,9.6833,-38.6749,-71.8609,-70.2758,True,0.1378
1.01,-0.01,0.94,0.1,0.0,0.25,0.75,9.8922,-35.0793,-67.8516,-66.2552,True,0.1493
1.01,-0.01,0.94,0.1,0.0,0.5,0.5,10.0297,-31.4829,-63.3697,-61.6181,True,0.1628
1.01,-0.01,0.94,0.1,0.0,0.75,0.25,10.0955,-27.8858,-58.3567,-56.2062,True,0.1796
1.01,-0.01,0.94,0.1,0.0,1.0,0.0,10.0889,-24.288,-52.7451,-49.7946,True,0.2026
1.01,-0.01,0.94,0.1,0.1,0.0,1.0,9.987,-37.6919,-69.8763,-66.098,True,0.1511
1.01,-0.01,0.94,0.1,0.1,0.25,0.75,10.1313,-34.5221,-66.0676,-62.0656,True,0.1632
1.01,-0.01,0.94,0.1,0.1,0.5,0.5,10.2179,-31.3524,-61.8502,-57.454,True,0.1778
1.01,-0.01,0.94,0.1,0.1,0.75,0.25,10.2451,-28.1878,-57.18,-52.1163,True,0.1966
1.01,-0.01,0.94,0.1,0.1,1.0,0.0,10.2137,-25.0168,-51.9968,-45.8569,True,0.2227
1.01,-0.01,0.94,0.1,0.2,0.0,1.0,10.2024,-36.8301,-67.9439,-62.1352,True,0.1642
1.01,-0.01,0.94,0.1,0.2,0.25,0.75,10.2976,-34.0744,-64.3532,-58.1615,True,0.1771
1.01,-0.01,0.94,0.1,0.2,0.5,0.5,10.3455,-31.329,-60.4194,-53.6522,True,0.1928
1.01,-0.01,0.94,0.1,0.2,0.75,0.25,10.3464,-28.5696,-56.092,-48.8094,True,0.212
1.01,-0.01,0.94,0.1,0.2,1.0,0.0,10.2985,-25.8102,-51.3369,-44.2986,True,0.2325
1.01,-0.01,0.94,0.1,0.3,0.0,1.0,10.5081,-36.0905,-65.688,-57.6714,True,0.1822
1.01,-0.01,0.94,0.1,0.3,0.25,0.75,10.5458,-33.7313,-62.3439,-54.2648,True,0.1943
1.01,-0.01,0.94,0.1,0.3,0.5,0.5,10.5483,-31.386,-58.7219,-51.0296,True,0.2067
1.01,-0.01,0.94,0.1,0.3,0.75,0.25,10.5153,-29.0224,-54.7737,-47.3806,True,0.2219
1.01,-0.01,0.94,0.1,0.3,1.0,0.0,10.4449,-26.6588,-50.4794,-43.213,True,0.2417
1.01,-0.01,0.94,0.2,0.0,0.0,1.0,9.9547,-40.4469,-73.6128,-70.4848,True,0.1412
1.01,-0.01,0.94,0.2,0.0,0.25,0.75,10.1657,-36.7466,-69.6559,-66.4809,True,0.1529
1.01,-0.01,0.94,0.2,0.0,0.5,0.5,10.3002,-33.046,-65.2136,-61.8382,True,0.1666
1.01,-0.01,0.94,0.2,0.0,0.75,0.25,10.3575,-29.3456,-60.224,-56.3841,True,0.1837
1.01,-0.01,0.94,0.2,0.0,1.0,0.0,10.3364,-26.0922,-54.6152,-49.8692,True,0.2073
1.01,-0.01,0.94,0.2,0.1,0.0,1.0,10.1534,-39.281,-71.3653,-67.5174,True,0.1504
1.01,-0.01,0.94,0.2,0.1,0.25,0.75,10.3025,-36.0216,-67.5747,-63.5192,True,0.1622
