entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,max_dd,max_dd_real,passed,calmar
1.01,-0.01,0.93,0.1,0.0,0.0,1.0,7.1055,-39.515,-77.101,-72.0895,True,0.0986
1.01,-0.01,0.93,0.1,0.0,0.25,0.75,7.426,-36.6624,-73.3979,-68.3473,True,0.1087
1.01,-0.01,0.93,0.1,0.0,0.5,0.5,7.669,-33.7487,-69.1964,-63.985,True,0.1199
1.01,-0.01,0.93,0.1,0.0,0.75,0.25,7.8336,-30.7717,-64.4275,-58.8384,True,0.1331
1.01,-0.01,0.93,0.1,0.0,1.0,0.0,7.9182,-27.729,-59.025,-53.091,True,0.1491
1.01,-0.01,0.93,0.1,0.1,0.0,1.0,7.7364,-37.692,-74.501,-68.6083,True,0.1128
1.01,-0.01,0.93,0.1,0.1,0.25,0.75,7.976,-34.5221,-70.8665,-64.8205,True,0.123
1.01,-0.01,0.93,0.1,0.1,0.5,0.5,8.1523,-31.3524,-66.792,-60.4451,True,0.1349
1.01,-0.01,0.93,0.1,0.1,0.75,0.25,8.2637,-28.1829,-62.2226,-56.0352,True,0.1475
1.01,-0.01,0.93,0.1,0.1,1.0,0.0,8.3087,-25.1886,-57.5339,-51.2632,True,0.1621
1.01,-0.01,0.93,0.1,0.2,0.0,1.0,8.3356,-36.8301,-71.7535,-64.8327,True,0.1286
1.01,-0.01,0.93,0.1,0.2,0.25,0.75,8.503,-34.0742,-68.2306,-61.6418,True,0.1379
1.01,-0.01,0.93,0.1,0.2,0.5,0.5,8.6187,-31.3182,-64.3512,-58.2511,True,0.148
1.01,-0.01,0.93,0.1,0.2,0.75,0.25,8.6821,-28.5623,-60.41,-54.3645,True,0.1597
1.01,-0.01,0.93,0.1,0.2,1.0,0.0,8.6919,-25.8064,-56.1222,-49.843,True,0.1744
1.01,-0.01,0.93,0.1,0.3,0.0,1.0,8.8654,-36.0905,-68.5715,-62.3968,True,0.1421
1.01,-0.01,0.93,0.1,0.3,0.25,0.75,8.9687,-33.7313,-65.3375,-59.5165,True,0.1507
1.01,-0.01,0.93,0.1,0.3,0.5,0.5,9.0332,-31.3722,-61.979,-56.2758,True,0.1605
1.01,-0.01,0.93,0.1,0.3,0.75,0.25,9.0559,-29.0131,-58.361,-52.5921,True,0.1722
1.01,-0.01,0.93,0.1,0.3,1.0,0.0,9.036,-26.654,-54.4704,-48.3545,True,0.1869
1.01,-0.01,0.93,0.2,0.0,0.0,1.0,7.3727,-42.6722,-77.9924,-73.3552,False,0.1005
1.01,-0.01,0.93,0.2,0.0,0.25,0.75,7.7116,-40.1898,-74.2801,-69.6492,False,0.1107
1.01,-0.01,0.93,0.2,0.0,0.5,0.5,7.968,-37.463,-70.047,-65.3123,True,0.122
1.01,-0.01,0.93,0.2,0.0,0.75,0.25,8.1406,-34.4392,-65.2184,-61.0234,True,0.1334
1.01,-0.01,0.93,0.2,0.0,1.0,0.0,8.2275,-31.0487,-59.8141,-56.0162,True,0.1469
1.01,-0.01,0.93,0.2,0.1,0.0,1.0,7.9825,-42.8972,-75.3027,-70.6004,False,0.1131
1.01,-0.01,0.93,0.2,0.1,0.25,0.75,8.2336,-40.4551,-71.6393,-67.128,False,0.1227
1.01,-0.01,0.93,0.2,0.1,0.5,0.5,8.4174,-37.7885,-67.5146,-63.5993,True,0.1324
1.01,-0.01,0.93,0.2,0.1,0.75,0.25,8.5311,-34.8541,-62.868,-59.5177,True,0.1433
1.01,-0.01,0.93,0.2,0.1,1.0,0.0,8.5742,-31.5929,-58.0866,-54.7144,True,0.1567
1.01,-0.01,0.93,0.2,0.2,0.0,1.0,8.5287,-43.0804,-72.3679,-68.3743,False,0.1247
1.01,-0.01,0.93,0.2,0.2,0.25,0.75,8.7052,-40.6852,-68.7966,-65.3506,False,0.1332
1.01,-0.01,0.93,0.2,0.2,0.5,0.5,8.8269,-38.0867,-64.826,-61.9164,True,0.1426
1.01,-0.01,0.93,0.2,0.2,0.75,0.25,8.8926,-35.2478,-60.635,-57.9719,True,0.1534
1.01,-0.01,0.93,0.2,0.2,1.0,0.0,8.8996,-32.1229,-56.3349,-53.3918,True,0.1667
1.01,-0.01,0.93,0.2,0.3,0.0,1.0,8.9109,-43.2128,-69.007,-66.3258,False,0.1344
1.01,-0.01,0.93,0.2,0.3,0.25,0.75,9.0289,-40.8727,-65.5925,-63.3812,False,0.1425
1.01,-0.01,0.93,0.2,0.3,0.5,0.5,9.1044,-38.352,-61.9688,-60.0652,True,0.1516
1.01,-0.01,0.93,0.2,0.3,0.75,0.25,9.1361,-35.6207,-58.3457,-56.295,True,0.1623
1.01,-0.01,0.93,0.2,0.3,1.0,0.0,9.1228,-32.6419,-54.4541,-51.9594,True,0.1756
1.01,-0.01,0.93,0.3,0.0,0.0,1.0,7.3427,-50.3815,-78.1486,-75.7838,False,0.0969
1.01,-0.01,0.93,0.3,0.0,0.25,0.75,7.7018,-47.5567,-74.4149,-72.1599,False,0.1067
1.01,-0.01,0.93,0.3,0.0,0.5,0.5,7.9762,-44.4725,-70.1502,-68.2728,False,0.1168
1.01,-0.01,0.93,0.3,0.0,0.75,0.25,8.1644,-41.0752,-65.277,-64.0844,False,0.1274
1.01,-0.01,0.93,0.3,0.0,1.0,0.0,8.2646,-37.2944,-59.7035,-59.0954,True,0.1399
1.01,-0.01,0.93,0.3,0.1,0.0,1.0,7.8339,-50.6844,-75.3218,-73.2923,False,0.1069
1.01,-0.01,0.93,0.3,0.1,0.25,0.75,8.111,-47.8917,-71.6403,-70.2264,False,0.1155
1.01,-0.01,0.93,0.3,0.1,0.5,0.5,8.3185,-44.8581,-67.491,-66.7075,False,0.1247
1.01,-0.01,0.93,0.3,0.1,0.75,0.25,8.4552,-41.5377,-62.8117,-62.6201,False,0.135
1.01,-0.01,0.93,0.3,0.1,1.0,0.0,8.5195,-37.871,-57.8023,-57.8023,True,0.1474
1.01,-0.01,0.93,0.3,0.2,0.0,1.0,8.1957,-50.9518,-72.1455,-71.6052,False,0.1145
1.01,-0.01,0.93,0.3,0.2,0.25,0.75,8.4085,-48.196,-68.5778,-68.5778,False,0.1226
1.01,-0.01,0.93,0.3,0.2,0.5,0.5,8.5652,-45.2194,-65.131,-65.131,False,0.1315
1.01,-0.01,0.93,0.3,0.2,0.75,0.25,8.665,-41.9836,-61.1655,-61.1655,False,0.1417
1.01,-0.01,0.93,0.3,0.2,1.0,0.0,8.7064,-38.4401,-56.5449,-56.5449,True,0.154
1.01,-0.01,0.93,0.3,0.3,0.0,1.0,8.4951,-51.1771,-69.8095,-69.8095,False,0.1217
1.01,-0.01,0.93,0.3,0.3,0.25,0.75,8.6563,-48.4649,-66.8345,-66.8345,False,0.1295
1.01,-0.01,0.93,0.3,0.3,0.5,0.5,8.7736,-45.5532,-63.4783,-63.4783,False,0.1382
1.01,-0.01,0.93,0.3,0.3,0.75,0.25,8.8462,-42.4111,-59.6581,-59.6581,False,0.1483
1.01,-0.01,0.93,0.3,0.3,1.0,0.0,8.8729,-39.0004,-55.2634,-55.2634,True,0.1606
1.01,-0.01,0.93,0.4,0.0,0.0,1.0,6.9125,-57.6162,-78.197,-78.197,False,0.0884
1.01,-0.01,0.93,0.4,0.0,0.25,0.75,7.3195,-54.5105,-74.6633,-74.6633,False,0.098
1.01,-0.01,0.93,0.4,0.0,0.5,0.5,7.6401,-51.1262,-71.0951,-71.0951,False,0.1075
1.01,-0.01,0.93,0.4,0.0,0.75,0.25,7.873,-47.4092,-66.9373,-66.9373,False,0.1176
1.01,-0.01,0.93,0.4,0.0,1.0,0.0,8.0163,-43.2881,-61.9755,-61.9755,False,0.1293
1.01,-0.01,0.93,0.4,0.1,0.0,1.0,7.3191,-57.986,-76.2395,-76.2395,False,0.096
1.01,-0.01,0.93,0.4,0.1,0.25,0.75,7.6514,-54.9056,-73.1952,-73.1952,False,0.1045
1.01,-0.01,0.93,0.4,0.1,0.5,0.5,7.9125,-51.5639,-69.6902,-69.6902,False,0.1135
1.01,-0.01,0.93,0.4,0.1,0.75,0.25,8.1011,-47.9142,-65.6099,-65.6099,False,0.1235
1.01,-0.01,0.93,0.4,0.1,1.0,0.0,8.2157,-43.8963,-60.7939,-60.7939,False,0.1351
1.01,-0.01,0.93,0.4,0.2,0.0,1.0,7.6748,-58.1345,-74.7823,-74.7823,False,0.1026
1.01,-0.01,0.93,0.4,0.2,0.25,0.75,7.9439,-55.0907,-71.7547,-71.7547,False,0.1107
1.01,-0.01,0.93,0.4,0.2,0.5,0.5,8.1553,-51.805,-68.2988,-68.2988,False,0.1194
1.01,-0.01,0.93,0.4,0.2,0.75,0.25,8.3078,-48.2384,-64.3159,-64.3159,False,0.1292
1.01,-0.01,0.93,0.4,0.2,1.0,0.0,8.4002,-44.3413,-59.6708,-59.6708,False,0.1408
1.01,-0.01,0.93,0.4,0.3,0.0,1.0,8.2952,-54.683,-71.5279,-71.5279,False,0.116
1.01,-0.01,0.93,0.4,0.3,0.25,0.75,8.4806,-51.819,-68.5379,-68.5379,False,0.1237
1.01,-0.01,0.93,0.4,0.3,0.5,0.5,8.6215,-48.7472,-65.1634,-65.1634,False,0.1323
1.01,-0.01,0.93,0.4,0.3,0.75,0.25,8.7169,-45.4368,-61.323,-61.323,False,0.1421
1.01,-0.01,0.93,0.4,0.3,1.0,0.0,8.7654,-41.8504,-56.9089,-56.9089,False,0.154
1.01,-0.01,0.93,0.5,0.0,0.0,1.0,6.3675,-64.3359,-80.7556,-80.7556,False,0.0788
1.01,-0.01,0.93,0.5,0.0,0.25,0.75,6.8366,-61.0147,-77.3853,-77.3853,False,0.0883
1.01,-0.01,0.93,0.5,0.0,0.5,0.5,7.2163,-57.3919,-73.8861,-73.8861,False,0.0977
1.01,-0.01,0.93,0.5,0.0,0.75,0.25,7.5056,-53.4125,-69.762,-69.762,False,0.1076
