entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,max_dd,passed,calmar
1.03,0.005,0.93,0.8,0.2,1.0,0.0,7.9612,-27.6994,-63.8218,True,0.1247
1.03,0.005,0.93,0.8,0.3,0.0,1.0,7.6762,-36.327,-77.3804,True,0.0992
1.03,0.005,0.93,0.8,0.3,0.25,0.75,7.8922,-34.6599,-74.1263,True,0.1065
1.03,0.005,0.93,0.8,0.3,0.5,0.5,8.0734,-32.8466,-70.3084,True,0.1148
1.03,0.005,0.93,0.8,0.3,0.75,0.25,8.2146,-30.9016,-65.8211,True,0.1248
1.03,0.005,0.93,0.8,0.3,1.0,0.0,8.3118,-28.8397,-60.6171,True,0.1371
1.03,0.005,0.93,0.9,0.0,0.0,1.0,5.8694,-46.9633,-88.7168,True,0.0662
1.03,0.005,0.93,0.9,0.0,0.25,0.75,6.3034,-43.586,-85.7753,True,0.0735
1.03,0.005,0.93,0.9,0.0,0.5,0.5,6.6511,-40.1031,-82.1302,True,0.081
1.03,0.005,0.93,0.9,0.0,0.75,0.25,6.9123,-36.5109,-77.5977,True,0.0891
1.03,0.005,0.93,0.9,0.0,1.0,0.0,7.0859,-32.8058,-71.9338,True,0.0985
1.03,0.005,0.93,0.9,0.1,0.0,1.0,6.5786,-40.6983,-85.0409,True,0.0774
1.03,0.005,0.93,0.9,0.1,0.25,0.75,6.9188,-37.8707,-82.0262,True,0.0843
1.03,0.005,0.93,0.9,0.1,0.5,0.5,7.1961,-34.9225,-78.3377,True,0.0919
1.03,0.005,0.93,0.9,0.1,0.75,0.25,7.4071,-31.8546,-73.8104,True,0.1004
1.03,0.005,0.93,0.9,0.1,1.0,0.0,7.5488,-28.6675,-68.2505,True,0.1106
1.03,0.005,0.93,0.9,0.2,0.0,1.0,7.1413,-37.1487,-80.8181,True,0.0884
1.03,0.005,0.93,0.9,0.2,0.25,0.75,7.4156,-34.9824,-77.7177,True,0.0954
1.03,0.005,0.93,0.9,0.2,0.5,0.5,7.6431,-32.6763,-73.9749,True,0.1033
1.03,0.005,0.93,0.9,0.2,0.75,0.25,7.819,-30.2477,-69.4443,True,0.1126
1.03,0.005,0.93,0.9,0.2,1.0,0.0,7.9392,-27.7134,-63.9903,True,0.1241
1.03,0.005,0.93,0.9,0.3,0.0,1.0,7.6762,-36.327,-77.3804,True,0.0992
1.03,0.005,0.93,0.9,0.3,0.25,0.75,7.8922,-34.6599,-74.1263,True,0.1065
1.03,0.005,0.93,0.9,0.3,0.5,0.5,8.0734,-32.8466,-70.3084,True,0.1148
1.03,0.005,0.93,0.9,0.3,0.75,0.25,8.2146,-30.9016,-65.8211,True,0.1248
1.03,0.005,0.93,0.9,0.3,1.0,0.0,8.3118,-28.8397,-60.6171,True,0.1371
1.03,0.005,0.93,1.0,0.0,0.0,1.0,5.8483,-47.0414,-89.0649,True,0.0657
1.03,0.005,0.93,1.0,0.0,0.25,0.75,6.2904,-43.6604,-86.1611,True,0.073
1.03,0.005,0.93,1.0,0.0,0.5,0.5,6.6457,-40.1727,-82.5533,True,0.0805
1.03,0.005,0.93,1.0,0.0,0.75,0.25,6.9139,-36.5744,-78.0575,True,0.0886
1.03,0.005,0.93,1.0,0.0,1.0,0.0,7.0944,-32.8615,-72.429,True,0.0979
1.03,0.005,0.93,1.0,0.1,0.0,1.0,6.5387,-40.6362,-85.1591,True,0.0768
1.03,0.005,0.93,1.0,0.1,0.25,0.75,6.8862,-37.8255,-82.145,True,0.0838
1.03,0.005,0.93,1.0,0.1,0.5,0.5,7.1704,-34.8908,-78.4528,True,0.0914
1.03,0.005,0.93,1.0,0.1,0.75,0.25,7.3878,-31.8334,-73.9168,True,0.0999
1.03,0.005,0.93,1.0,0.1,1.0,0.0,7.5354,-28.6545,-68.3424,True,0.1103
1.03,0.005,0.93,1.0,0.2,0.0,1.0,7.1413,-37.1487,-80.8181,True,0.0884
1.03,0.005,0.93,1.0,0.2,0.25,0.75,7.4156,-34.9824,-77.7177,True,0.0954
1.03,0.005,0.93,1.0,0.2,0.5,0.5,7.6431,-32.6763,-73.9749,True,0.1033
1.03,0.005,0.93,1.0,0.2,0.75,0.25,7.819,-30.2477,-69.4443,True,0.1126
1.03,0.005,0.93,1.0,0.2,1.0,0.0,7.9392,-27.7134,-63.9903,True,0.1241
1.03,0.005,0.93,1.0,0.3,0.0,1.0,7.6762,-36.327,-77.3804,True,0.0992
1.03,0.005,0.93,1.0,0.3,0.25,0.75,7.8922,-34.6599,-74.1263,True,0.1065
1.03,0.005,0.93,1.0,0.3,0.5,0.5,8.0734,-32.8466,-70.3084,True,0.1148
1.03,0.005,0.93,1.0,0.3,0.75,0.25,8.2146,-30.9016,-65.8211,True,0.1248
1.03,0.005,0.93,1.0,0.3,1.0,0.0,8.3118,-28.8397,-60.6171,True,0.1371
1.03,0.005,0.94,0.1,0.0,0.0,1.0,8.1686,-48.5841,-71.8737,False,0.1137
1.03,0.005,0.94,0.1,0.0,0.25,0.75,8.1527,-45.3454,-68.579,False,0.1189
1.03,0.005,0.94,0.1,0.0,0.5,0.5,8.0786,-42.0068,-64.8082,False,0.1247
1.03,0.005,0.94,0.1,0.0,0.75,0.25,7.9443,-38.5683,-60.4505,True,0.1314
1.03,0.005,0.94,0.1,0.0,1.0,0.0,7.7475,-35.0298,-55.539,True,0.1395
1.03,0.005,0.94,0.1,0.1,0.0,1.0,8.6074,-43.6395,-68.6205,False,0.1254
1.03,0.005,0.94,0.1,0.1,0.25,0.75,8.5902,-40.3933,-65.3519,False,0.1314
1.03,0.005,0.94,0.1,0.1,0.5,0.5,8.5211,-37.0257,-61.6603,True,0.1382
1.03,0.005,0.94,0.1,0.1,0.75,0.25,8.3996,-33.5385,-57.4315,True,0.1463
1.03,0.005,0.94,0.1,0.1,1.0,0.0,8.2247,-29.9301,-52.5364,True,0.1566
1.03,0.005,0.94,0.1,0.2,0.0,1.0,8.9198,-38.0611,-65.2482,True,0.1367
1.03,0.005,0.94,0.1,0.2,0.25,0.75,8.9092,-34.8902,-61.9684,True,0.1438
1.03,0.005,0.94,0.1,0.2,0.5,0.5,8.8571,-31.5876,-58.2656,True,0.152
1.03,0.005,0.94,0.1,0.2,0.75,0.25,8.7589,-28.1493,-54.0603,True,0.162
1.03,0.005,0.94,0.1,0.2,1.0,0.0,8.614,-24.5892,-49.2616,True,0.1749
1.03,0.005,0.94,0.1,0.3,0.0,1.0,9.2739,-32.6638,-63.9014,True,0.1451
1.03,0.005,0.94,0.1,0.3,0.25,0.75,9.262,-29.6109,-60.363,True,0.1534
1.03,0.005,0.94,0.1,0.3,0.5,0.5,9.2081,-26.4042,-56.4325,True,0.1632
1.03,0.005,0.94,0.1,0.3,0.75,0.25,9.1126,-23.0588,-52.0563,True,0.1751
1.03,0.005,0.94,0.1,0.3,1.0,0.0,8.9774,-21.3699,-47.2783,True,0.1899
1.03,0.005,0.94,0.2,0.0,0.0,1.0,9.1218,-47.7324,-75.5849,False,0.1207
1.03,0.005,0.94,0.2,0.0,0.25,0.75,9.1093,-44.4423,-71.9,False,0.1267
1.03,0.005,0.94,0.2,0.0,0.5,0.5,9.0267,-41.0602,-67.603,False,0.1335
1.03,0.005,0.94,0.2,0.0,0.75,0.25,8.8715,-37.5866,-62.5553,True,0.1418
1.03,0.005,0.94,0.2,0.0,1.0,0.0,8.6406,-34.0222,-56.6821,True,0.1524
1.03,0.005,0.94,0.2,0.1,0.0,1.0,9.0327,-42.4576,-74.7383,False,0.1209
1.03,0.005,0.94,0.2,0.1,0.25,0.75,9.0647,-39.2627,-71.0152,True,0.1276
1.03,0.005,0.94,0.2,0.1,0.5,0.5,9.0303,-35.9376,-66.7012,True,0.1354
1.03,0.005,0.94,0.2,0.1,0.75,0.25,8.9282,-32.4859,-61.6713,True,0.1448
1.03,0.005,0.94,0.2,0.1,1.0,0.0,8.7573,-28.9113,-55.7969,True,0.1569
1.03,0.005,0.94,0.2,0.2,0.0,1.0,8.762,-35.8367,-73.7185,True,0.1189
1.03,0.005,0.94,0.2,0.2,0.25,0.75,8.8669,-33.0126,-69.9795,True,0.1267
1.03,0.005,0.94,0.2,0.2,0.5,0.5,8.9046,-29.9903,-65.6754,True,0.1356
1.03,0.005,0.94,0.2,0.2,0.75,0.25,8.8762,-26.7783,-60.6951,True,0.1462
1.03,0.005,0.94,0.2,0.2,1.0,0.0,8.7806,-24.3854,-54.9699,True,0.1597
1.03,0.005,0.94,0.2,0.3,0.0,1.0,8.5933,-36.3763,-72.1463,True,0.1191
1.03,0.005,0.94,0.2,0.3,0.25,0.75,8.7111,-34.4438,-68.6193,True,0.1269
1.03,0.005,0.94,0.2,0.3,0.5,0.5,8.7793,-32.4369,-64.6018,True,0.1359
1.03,0.005,0.94,0.2,0.3,0.75,0.25,8.7965,-30.3658,-60.0104,True,0.1466
1.03,0.005,0.94,0.2,0.3,1.0,0.0,8.7613,-28.2401,-54.9452,True,0.1595
1.03,0.005,0.94,0.3,0.0,0.0,1.0,8.1167,-46.822,-82.1452,False,0.0988
1.03,0.005,0.94,0.3,0.0,0.25,0.75,8.2475,-43.5323,-78.6796,False,0.1048
1.03,0.005,0.94,0.3,0.0,0.5,0.5,8.2987,-40.1567,-74.549,False,0.1113
1.03,0.005,0.94,0.3,0.0,0.75,0.25,8.2683,-36.6962,-69.596,True,0.1188
1.03,0.005,0.94,0.3,0.0,1.0,0.0,8.1537,-33.1516,-63.615,True,0.1282
1.03,0.005,0.94,0.3,0.1,0.0,1.0,7.9628,-40.2341,-80.5938,False,0.0988
1.03,0.005,0.94,0.3,0.1,0.25,0.75,8.1325,-37.2879,-77.1505,True,0.1054
1.03,0.005,0.94,0.3,0.1,0.5,0.5,8.2316,-34.1829,-73.0588,True,0.1127
1.03,0.005,0.94,0.3,0.1,0.75,0.25,8.2581,-30.931,-68.1742,True,0.1211
1.03,0.005,0.94,0.3,0.1,1.0,0.0,8.2097,-27.5421,-62.3368,True,0.1317
1.03,0.005,0.94,0.3,0.2,0.0,1.0,8.3744,-37.2691,-76.6677,True,0.1092
1.03,0.005,0.94,0.3,0.2,0.25,0.75,8.5124,-34.837,-73.1732,True,0.1163
1.03,0.005,0.94,0.3,0.2,0.5,0.5,8.5916,-32.3432,-69.0691,True,0.1244
1.03,0.005,0.94,0.3,0.2,0.75,0.25,8.6098,-29.7963,-64.2298,True,0.134
1.03,0.005,0.94,0.3,0.2,1.0,0.0,8.5649,-27.2051,-58.5537,True,0.1463
1.03,0.005,0.94,0.3,0.3,0.0,1.0,8.7123,-36.7012,-72.2983,True,0.1205
1.03,0.005,0.94,0.3,0.3,0.25,0.75,8.8321,-34.7134,-68.7602,True,0.1284
1.03,0.005,0.94,0.3,0.3,0.5,0.5,8.902,-32.6566,-64.7169,True,0.1376
1.03,0.005,0.94,0.3,0.3,0.75,0.25,8.9191,-30.5404,-60.0801,True,0.1485
1.03,0.005,0.94,0.3,0.3,1.0,0.0,8.8821,-28.374,-55.0053,True,0.1615
1.03,0.005,0.94,0.4,0.0,0.0,1.0,7.7285,-45.9519,-84.3769,False,0.0916
1.03,0.005,0.94,0.4,0.0,0.25,0.75,7.9256,-42.6807,-81.0159,False,0.0978
1.03,0.005,0.94,0.4,0.0,0.5,0.5,8.0372,-39.3294,-76.9711,True,0.1044
1.03,0.005,0.94,0.4,0.0,0.75,0.25,8.0618,-35.8993,-72.077,True,0.1118
1.03,0.005,0.94,0.4,0.0,1.0,0.0,7.9973,-32.3916,-66.1149,True,0.121
1.03,0.005,0.94,0.4,0.1,0.0,1.0,8.1604,-39.2955,-80.9015,True,0.1009
1.03,0.005,0.94,0.4,0.1,0.25,0.75,8.3257,-36.377,-77.4619,True,0.1075
1.03,0.005,0.94,0.4,0.1,0.5,0.5,8.416,-33.3016,-73.3646,True,0.1147
1.03,0.005,0.94,0.4,0.1,0.75,0.25,8.4324,-30.0855,-68.4641,True,0.1232
1.03,0.005,0.94,0.4,0.1,1.0,0.0,8.3729,-26.7391,-62.5923,True,0.1338
1.03,0.005,0.94,0.4,0.2,0.0,1.0,8.5186,-37.4899,-76.8541,True,0.1108
1.03,0.005,0.94,0.4,0.2,0.25,0.75,8.6576,-35.0138,-73.3817,True,0.118
1.03,0.005,0.94,0.4,0.2,0.5,0.5,8.7352,-32.4793,-69.2912,True,0.1261
1.03,0.005,0.94,0.4,0.2,0.75,0.25,8.7495,-29.8956,-64.452,True,0.1358
1.03,0.005,0.94,0.4,0.2,1.0,0.0,8.6988,-27.2717,-58.7532,True,0.1481
1.03,0.005,0.94,0.4,0.3,0.0,1.0,8.7848,-36.7892,-72.4719,True,0.1212
1.03,0.005,0.94,0.4,0.3,0.25,0.75,8.9029,-34.7724,-68.9285,True,0.1292
1.03,0.005,0.94,0.4,0.3,0.5,0.5,8.9704,-32.6892,-64.8777,True,0.1383
1.03,0.005,0.94,0.4,0.3,0.75,0.25,8.9851,-30.5492,-60.2271,True,0.1492
1.03,0.005,0.94,0.4,0.3,1.0,0.0,8.9456,-28.362,-54.9601,True,0.1628
1.03,0.005,0.94,0.5,0.0,0.0,1.0,7.9303,-44.8436,-84.587,False,0.0938
1.03,0.005,0.94,0.5,0.0,0.25,0.75,8.1191,-41.6059,-81.2366,False,0.0999
1.03,0.005,0.94,0.5,0.0,0.5,0.5,8.2218,-38.2946,-77.1982,True,0.1065
1.03,0.005,0.94,0.5,0.0,0.75,0.25,8.2368,-34.9112,-72.3028,True,0.1139
1.03,0.005,0.94,0.5,0.0,1.0,0.0,8.1619,-31.4571,-66.3254,True,0.1231
1.03,0.005,0.94,0.5,0.1,0.0,1.0,8.227,-38.5355,-81.03,True,0.1015
1.03,0.005,0.94,0.5,0.1,0.25,0.75,8.3913,-35.6157,-77.6173,True,0.1081
1.03,0.005,0.94,0.5,0.1,0.5,0.5,8.4827,-32.5523,-73.5474,True,0.1153
1.03,0.005,0.94,0.5,0.1,0.75,0.25,8.4994,-29.3566,-68.6693,True,0.1238
1.03,0.005,0.94,0.5,0.1,1.0,0.0,8.4395,-26.0798,-62.8112,True,0.1344
1.03,0.005,0.94,0.5,0.2,0.0,1.0,8.4975,-37.532,-77.0504,True,0.1103
1.03,0.005,0.94,0.5,0.2,0.25,0.75,8.6412,-35.0583,-73.6025,True,0.1174
1.03,0.005,0.94,0.5,0.2,0.5,0.5,8.7237,-32.5234,-69.5373,True,0.1255
1.03,0.005,0.94,0.5,0.2,0.75,0.25,8.7431,-29.9366,-64.7243,True,0.1351
1.03,0.005,0.94,0.5,0.2,1.0,0.0,8.6976,-27.3071,-59.0526,True,0.1473
1.03,0.005,0.94,0.5,0.3,0.0,1.0,8.7598,-36.8207,-72.794,True,0.1203
1.03,0.005,0.94,0.5,0.3,0.25,0.75,8.8802,-34.8135,-69.2703,True,0.1282
1.03,0.005,0.94,0.5,0.3,0.5,0.5,8.9532,-32.7358,-65.2362,True,0.1372
1.03,0.005,0.94,0.5,0.3,0.75,0.25,8.9751,-30.5973,-60.6007,True,0.1481
1.03,0.005,0.94,0.5,0.3,1.0,0.0,8.9427,-28.4076,-55.3446,True,0.1616
1.03,0.005,0.94,0.6,0.0,0.0,1.0,7.9008,-43.9521,-84.8407,False,0.0931
1.03,0.005,0.94,0.6,0.0,0.25,0.75,8.0951,-40.7422,-81.512,False,0.0993
1.03,0.005,0.94,0.6,0.0,0.5,0.5,8.2033,-37.4609,-77.4946,True,0.1059
1.03,0.005,0.94,0.6,0.0,0.75,0.25,8.2241,-34.1094,-72.6191,True,0.1132
1.03,0.005,0.94,0.6,0.0,1.0,0.0,8.1553,-30.6892,-66.6602,True,0.1223
1.03,0.005,0.94,0.6,0.1,0.0,1.0,8.1878,-38.4021,-81.2682,True,0.1008
1.03,0.005,0.94,0.6,0.1,0.25,0.75,8.3594,-35.3848,-77.8781,True,0.1073
1.03,0.005,0.94,0.6,0.1,0.5,0.5,8.4583,-32.3251,-73.8302,True,0.1146
1.03,0.005,0.94,0.6,0.1,0.75,0.25,8.4825,-29.23,-68.9736,True,0.123
1.03,0.005,0.94,0.6,0.1,1.0,0.0,8.43,-26.106,-63.136,True,0.1335
1.03,0.005,0.94,0.6,0.2,0.0,1.0,8.459,-37.5688,-77.2665,True,0.1095
1.03,0.005,0.94,0.6,0.2,0.25,0.75,8.6101,-35.1012,-73.8426,True,0.1166
1.03,0.005,0.94,0.6,0.2,0.5,0.5,8.7005,-32.5685,-69.8012,True,0.1246
1.03,0.005,0.94,0.6,0.2,0.75,0.25,8.7277,-29.9801,-65.0117,True,0.1342
1.03,0.005,0.94,0.6,0.2,1.0,0.0,8.69,-27.3453,-59.3627,True,0.1464
1.03,0.005,0.94,0.6,0.3,0.0,1.0,8.75,-36.8112,-73.1087,True,0.1197
1.03,0.005,0.94,0.6,0.3,0.25,0.75,8.8683,-34.8287,-69.6106,True,0.1274
1.03,0.005,0.94,0.6,0.3,0.5,0.5,8.9395,-32.7681,-65.5987,True,0.1363
1.03,0.005,0.94,0.6,0.3,0.75,0.25,8.9608,-30.6393,-60.9816,True,0.1469
1.03,0.005,0.94,0.6,0.3,1.0,0.0,8.9306,-28.4523,-55.7388,True,0.1602
1.03,0.005,0.94,0.7,0.0,0.0,1.0,7.853,-43.0621,-85.106,False,0.0923
1.03,0.005,0.94,0.7,0.0,0.25,0.75,8.0554,-39.8795,-81.7993,True,0.0985
1.03,0.005,0.94,0.7,0.0,0.5,0.5,8.1719,-36.6276,-77.803,True,0.105
1.03,0.005,0.94,0.7,0.0,0.75,0.25,8.2008,-33.3076,-72.9474,True,0.1124
1.03,0.005,0.94,0.7,0.0,1.0,0.0,8.1402,-29.9209,-67.0074,True,0.1215
1.03,0.005,0.94,0.7,0.1,0.0,1.0,8.1404,-38.4494,-81.5156,True,0.0999
1.03,0.005,0.94,0.7,0.1,0.25,0.75,8.3209,-35.4311,-78.1484,True,0.1065
1.03,0.005,0.94,0.7,0.1,0.5,0.5,8.4284,-32.3675,-74.1228,True,0.1137
1.03,0.005,0.94,0.7,0.1,0.75,0.25,8.4611,-29.2658,-69.2875,True,0.1221
1.03,0.005,0.94,0.7,0.1,1.0,0.0,8.4172,-26.1329,-63.4702,True,0.1326
1.03,0.005,0.94,0.7,0.2,0.0,1.0,8.4368,-37.5812,-77.5011,True,0.1089
1.03,0.005,0.94,0.7,0.2,0.25,0.75,8.5855,-35.131,-74.0979,True,0.1159
1.03,0.005,0.94,0.7,0.2,0.5,0.5,8.676,-32.6081,-70.0774,True,0.1238
1.03,0.005,0.94,0.7,0.2,0.75,0.25,8.7096,-30.0227,-65.3088,True,0.1334
1.03,0.005,0.94,0.7,0.2,1.0,0.0,8.6816,-27.3847,-59.6821,True,0.1455
1.03,0.005,0.94,0.7,0.3,0.0,1.0,8.6922,-36.7496,-73.6119,True,0.1181
1.03,0.005,0.94,0.7,0.3,0.25,0.75,8.817,-34.8068,-70.1494,True,0.1257
1.03,0.005,0.94,0.7,0.3,0.5,0.5,8.8932,-32.7785,-66.1713,True,0.1344
1.03,0.005,0.94,0.7,0.3,0.75,0.25,8.9183,-30.6752,-61.5859,True,0.1448
1.03,0.005,0.94,0.7,0.3,1.0,0.0,8.8905,-28.5072,-56.3715,True,0.1577
1.03,0.005,0.94,0.8,0.0,0.0,1.0,7.7967,-42.1705,-85.3805,False,0.0913
1.03,0.005,0.94,0.8,0.0,0.25,0.75,8.0088,-39.0153,-82.0961,True,0.0976
1.03,0.005,0.94,0.8,0.0,0.5,0.5,8.1347,-35.7929,-78.121,True,0.1041
1.03,0.005,0.94,0.8,0.0,0.75,0.25,8.173,-32.5045,-73.2853,True,0.1115
1.03,0.005,0.94,0.8,0.0,1.0,0.0,8.1215,-29.1514,-67.3639,True,0.1206
1.03,0.005,0.94,0.8,0.1,0.0,1.0,8.0901,-38.4954,-81.7745,True,0.0989
1.03,0.005,0.94,0.8,0.1,0.25,0.75,8.2788,-35.4771,-78.4283,True,0.1056
1.03,0.005,0.94,0.8,0.1,0.5,0.5,8.3937,-32.4102,-74.425,True,0.1128
1.03,0.005,0.94,0.8,0.1,0.75,0.25,8.4354,-29.3023,-69.611,True,0.1212
1.03,0.005,0.94,0.8,0.1,1.0,0.0,8.4009,-26.1605,-63.8136,True,0.1316
1.03,0.005,0.94,0.8,0.2,0.0,1.0,8.3781,-37.5328,-77.844,True,0.1076
1.03,0.005,0.94,0.8,0.2,0.25,0.75,8.5338,-35.1141,-74.4749,True,0.1146
1.03,0.005,0.94,0.8,0.2,0.5,0.5,8.6302,-32.616,-70.4884,True,0.1224
1.03,0.005,0.94,0.8,0.2,0.75,0.25,8.6647,-30.0495,-65.7534,True,0.1318
1.03,0.005,0.94,0.8,0.2,1.0,0.0,8.6353,-27.425,-60.1583,True,0.1435
1.03,0.005,0.94,0.8,0.3,0.0,1.0,8.626,-36.7112,-73.9992,True,0.1166
1.03,0.005,0.94,0.8,0.3,0.25,0.75,8.7626,-34.7947,-70.5178,True,0.1243
1.03,0.005,0.94,0.8,0.3,0.5,0.5,8.8502,-32.7835,-66.5094,True,0.1331
1.03,0.005,0.94,0.8,0.3,0.75,0.25,8.8861,-30.6896,-61.8818,True,0.1436
1.03,0.005,0.94,0.8,0.3,1.0,0.0,8.8682,-28.5246,-56.6125,True,0.1566
1.03,0.005,0.94,0.9,0.0,0.0,1.0,7.7317,-41.2772,-85.6642,False,0.0903
1.03,0.005,0.94,0.9,0.0,0.25,0.75,7.9549,-38.1496,-82.4024,True,0.0965
1.03,0.005,0.94,0.9,0.0,0.5,0.5,8.0916,-34.9787,-78.4487,True,0.1031
1.03,0.005,0.94,0.9,0.0,0.75,0.25,8.1404,-31.9275,-73.6328,True,0.1106
1.03,0.005,0.94,0.9,0.0,1.0,0.0,8.0991,-28.811,-67.7296,True,0.1196
1.03,0.005,0.94,0.9,0.1,0.0,1.0,8.0349,-38.4775,-82.1022,True,0.0979
1.03,0.005,0.94,0.9,0.1,0.25,0.75,8.2272,-35.4792,-78.785,True,0.1044
1.03,0.005,0.94,0.9,0.1,0.5,0.5,8.3476,-32.4255,-74.808,True,0.1116
1.03,0.005,0.94,0.9,0.1,0.75,0.25,8.3937,-29.3251,-70.0197,True,0.1199
1.03,0.005,0.94,0.9,0.1,1.0,0.0,8.3634,-26.1859,-64.2475,True,0.1302
1.03,0.005,0.94,0.9,0.2,0.0,1.0,8.3243,-37.5095,-78.055,True,0.1066
1.03,0.005,0.94,0.9,0.2,0.25,0.75,8.4899,-35.1068,-74.6816,True,0.1137
1.03,0.005,0.94,0.9,0.2,0.5,0.5,8.5957,-32.619,-70.6836,True,0.1216
1.03,0.005,0.94,0.9,0.2,0.75,0.25,8.6389,-30.0579,-65.9294,True,0.131
1.03,0.005,0.94,0.9,0.2,1.0,0.0,8.6174,-27.4351,-60.3061,True,0.1429
1.03,0.005,0.94,0.9,0.3,0.0,1.0,8.626,-36.7112,-73.9992,True,0.1166
1.03,0.005,0.94,0.9,0.3,0.25,0.75,8.7626,-34.7947,-70.5178,True,0.1243
1.03,0.005,0.94,0.9,0.3,0.5,0.5,8.8502,-32.7835,-66.5094,True,0.1331
1.03,0.005,0.94,0.9,0.3,0.75,0.25,8.8861,-30.6896,-61.8818,True,0.1436
1.03,0.005,0.94,0.9,0.3,1.0,0.0,8.8682,-28.5246,-56.6125,True,0.1566
1.03,0.005,0.94,1.0,0.0,0.0,1.0,7.6576,-40.3824,-85.9573,False,0.0891
1.03,0.005,0.94,1.0,0.0,0.25,0.75,7.8936,-38.0481,-82.7183,True,0.0954
1.03,0.005,0.94,1.0,0.0,0.5,0.5,8.0425,-35.0536,-78.786,True,0.1021
1.03,0.005,0.94,1.0,0.0,0.75,0.25,8.103,-31.9949,-73.9898,True,0.1095
1.03,0.005,0.94,1.0,0.0,1.0,0.0,8.0729,-28.8699,-68.1046,True,0.1185
1.03,0.005,0.94,1.0,0.1,0.0,1.0,8.0025,-38.4695,-82.2146,True,0.0973
1.03,0.005,0.94,1.0,0.1,0.25,0.75,8.201,-35.4768,-78.8956,True,0.1039
1.03,0.005,0.94,1.0,0.1,0.5,0.5,8.327,-32.4265,-74.913,True,0.1112
1.03,0.005,0.94,1.0,0.1,0.75,0.25,8.3784,-29.3279,-70.1149,True,0.1195
1.03,0.005,0.94,1.0,0.1,1.0,0.0,8.3528,-26.1892,-64.328,True,0.1298
1.03,0.005,0.94,1.0,0.2,0.0,1.0,8.3243,-37.5095,-78.055,True,0.1066
1.03,0.005,0.94,1.0,0.2,0.25,0.75,8.4899,-35.1068,-74.6816,True,0.1137
1.03,0.005,0.94,1.0,0.2,0.5,0.5,8.5957,-32.619,-70.6836,True,0.1216
1.03,0.005,0.94,1.0,0.2,0.75,0.25,8.6389,-30.0579,-65.9294,True,0.131
1.03,0.005,0.94,1.0,0.2,1.0,0.0,8.6174,-27.4351,-60.3061,True,0.1429
1.03,0.005,0.94,1.0,0.3,0.0,1.0,8.626,-36.7112,-73.9992,True,0.1166
1.03,0.005,0.94,1.0,0.3,0.25,0.75,8.7626,-34.7947,-70.5178,True,0.1243
1.03,0.005,0.94,1.0,0.3,0.5,0.5,8.8502,-32.7835,-66.5094,True,0.1331
1.03,0.005,0.94,1.0,0.3,0.75,0.25,8.8861,-30.6896,-61.8818,True,0.1436
1.03,0.005,0.94,1.0,0.3,1.0,0.0,8.8682,-28.5246,-56.6125,True,0.1566
1.03,0.005,0.95,0.1,0.0,0.0,1.0,5.277,-43.0914,-71.8874,False,0.0734
1.03,0.005,0.95,0.1,0.0,0.25,0.75,5.4462,-40.1024,-68.5294,False,0.0795
1.03,0.005,0.95,0.1,0.0,0.5,0.5,5.5632,-37.0361,-64.697,True,0.086
1.03,0.005,0.95,0.1,0.0,0.75,0.25,5.6257,-33.8924,-60.285,True,0.0933
1.03,0.005,0.95,0.1,0.0,1.0,0.0,5.6306,-30.6714,-55.3343,True,0.1018
1.03,0.005,0.95,0.1,0.1,0.0,1.0,6.2574,-36.9561,-68.7953,True,0.091
1.03,0.005,0.95,0.1,0.1,0.25,0.75,6.3794,-34.0717,-65.52,True,0.0974
1.03,0.005,0.95,0.1,0.1,0.5,0.5,6.4598,-31.0741,-61.8072,True,0.1045
1.03,0.005,0.95,0.1,0.1,0.75,0.25,6.4927,-27.9607,-57.5644,True,0.1128
1.03,0.005,0.95,0.1,0.1,1.0,0.0,6.4799,-24.7417,-52.6749,True,0.123
1.03,0.005,0.95,0.1,0.2,0.0,1.0,6.9356,-30.0717,-65.5547,True,0.1058
1.03,0.005,0.95,0.1,0.2,0.25,0.75,7.0251,-27.4025,-62.2947,True,0.1128
1.03,0.005,0.95,0.1,0.2,0.5,0.5,7.0834,-24.5969,-58.6129,True,0.1209
1.03,0.005,0.95,0.1,0.2,0.75,0.25,7.109,-21.6638,-54.4414,True,0.1306
1.03,0.005,0.95,0.1,0.2,1.0,0.0,7.0996,-18.6126,-49.7655,True,0.1427
1.03,0.005,0.95,0.1,0.3,0.0,1.0,7.5647,-23.5737,-62.466,True,0.1211
1.03,0.005,0.95,0.1,0.3,0.25,0.75,7.6266,-21.1157,-59.4485,True,0.1283
1.03,0.005,0.95,0.1,0.3,0.5,0.5,7.6689,-19.6734,-56.0531,True,0.1368
1.03,0.005,0.95,0.1,0.3,0.75,0.25,7.686,-18.8971,-52.2859,True,0.147
1.03,0.005,0.95,0.1,0.3,1.0,0.0,7.6762,-18.1354,-48.1114,True,0.1596
1.03,0.005,0.95,0.2,0.0,0.0,1.0,5.8952,-42.0853,-76.9129,False,0.0766
1.03,0.005,0.95,0.2,0.0,0.25,0.75,6.0967,-39.0583,-73.6112,True,0.0828
1.03,0.005,0.95,0.2,0.0,0.5,0.5,6.2336,-35.9628,-69.9035,True,0.0892
