entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,max_dd,passed,calmar
1.02,-0.01,0.95,0.4,0.2,0.0,1.0,9.1068,-29.311,-69.1905,True,0.1316
1.02,-0.01,0.95,0.4,0.2,0.25,0.75,9.2242,-27.4208,-65.9088,True,0.14
1.02,-0.01,0.95,0.4,0.2,0.5,0.5,9.2785,-25.5221,-62.2685,True,0.149
1.02,-0.01,0.95,0.4,0.2,0.75,0.25,9.2656,-23.6203,-58.2352,True,0.1591
1.02,-0.01,0.95,0.4,0.2,1.0,0.0,9.1821,-21.7208,-53.7721,True,0.1708
1.02,-0.01,0.95,0.4,0.3,0.0,1.0,9.3005,-29.8986,-66.1298,True,0.1406
1.02,-0.01,0.95,0.4,0.3,0.25,0.75,9.3997,-28.2872,-63.0294,True,0.1491
1.02,-0.01,0.95,0.4,0.3,0.5,0.5,9.4454,-26.6659,-59.6204,True,0.1584
1.02,-0.01,0.95,0.4,0.3,0.75,0.25,9.4344,-25.0414,-55.8801,True,0.1688
1.02,-0.01,0.95,0.4,0.3,1.0,0.0,9.3638,-23.4205,-51.7859,True,0.1808
1.02,-0.01,0.95,0.5,0.0,0.0,1.0,8.727,-34.5577,-74.6459,True,0.1169
1.02,-0.01,0.95,0.5,0.0,0.25,0.75,8.8837,-31.9693,-71.0945,True,0.125
1.02,-0.01,0.95,0.5,0.0,0.5,0.5,8.9551,-29.3239,-67.0931,True,0.1335
1.02,-0.01,0.95,0.5,0.0,0.75,0.25,8.9368,-26.6191,-62.5817,True,0.1428
1.02,-0.01,0.95,0.5,0.0,1.0,0.0,8.8234,-23.8523,-57.4897,True,0.1535
1.02,-0.01,0.95,0.5,0.1,0.0,1.0,8.9332,-31.6123,-71.9768,True,0.1241
1.02,-0.01,0.95,0.5,0.1,0.25,0.75,9.0692,-29.2075,-68.5457,True,0.1323
1.02,-0.01,0.95,0.5,0.1,0.5,0.5,9.1314,-26.7534,-64.7095,True,0.1411
1.02,-0.01,0.95,0.5,0.1,0.75,0.25,9.1156,-24.2496,-60.4212,True,0.1509
1.02,-0.01,0.95,0.5,0.1,1.0,0.0,9.0176,-21.6962,-55.6282,True,0.1621
1.02,-0.01,0.95,0.5,0.2,0.0,1.0,9.1293,-29.2297,-69.1272,True,0.1321
1.02,-0.01,0.95,0.5,0.2,0.25,0.75,9.2465,-27.3393,-65.8443,True,0.1404
1.02,-0.01,0.95,0.5,0.2,0.5,0.5,9.3004,-25.4412,-62.2035,True,0.1495
1.02,-0.01,0.95,0.5,0.2,0.75,0.25,9.2872,-23.5408,-58.1708,True,0.1597
1.02,-0.01,0.95,0.5,0.2,1.0,0.0,9.2036,-21.6437,-53.7095,True,0.1714
1.02,-0.01,0.95,0.5,0.3,0.0,1.0,9.3178,-29.8153,-66.0783,True,0.141
1.02,-0.01,0.95,0.5,0.3,0.25,0.75,9.4175,-28.2028,-62.9757,True,0.1495
1.02,-0.01,0.95,0.5,0.3,0.5,0.5,9.4636,-26.5813,-59.5652,True,0.1589
1.02,-0.01,0.95,0.5,0.3,0.75,0.25,9.4529,-24.9576,-55.8241,True,0.1693
1.02,-0.01,0.95,0.5,0.3,1.0,0.0,9.3828,-23.3387,-51.7302,True,0.1814
1.02,-0.01,0.95,0.6,0.0,0.0,1.0,8.7518,-34.6164,-74.5506,True,0.1174
1.02,-0.01,0.95,0.6,0.0,0.25,0.75,8.9081,-32.0353,-71.0013,True,0.1255
1.02,-0.01,0.95,0.6,0.0,0.5,0.5,8.9793,-29.3971,-67.0034,True,0.134
1.02,-0.01,0.95,0.6,0.0,0.75,0.25,8.961,-26.6997,-62.4968,True,0.1434
1.02,-0.01,0.95,0.6,0.0,1.0,0.0,8.8479,-23.9405,-57.4111,True,0.1541
1.02,-0.01,0.95,0.6,0.1,0.0,1.0,8.9537,-31.6933,-71.8937,True,0.1245
1.02,-0.01,0.95,0.6,0.1,0.25,0.75,9.0899,-29.2936,-68.4639,True,0.1328
1.02,-0.01,0.95,0.6,0.1,0.5,0.5,9.1524,-26.8447,-64.6301,True,0.1416
1.02,-0.01,0.95,0.6,0.1,0.75,0.25,9.1369,-24.3463,-60.3454,True,0.1514
1.02,-0.01,0.95,0.6,0.1,1.0,0.0,9.0395,-21.7985,-55.5573,True,0.1627
1.02,-0.01,0.95,0.6,0.2,0.0,1.0,9.1476,-29.1494,-69.0585,True,0.1325
1.02,-0.01,0.95,0.6,0.2,0.25,0.75,9.2652,-27.2589,-65.7754,True,0.1409
1.02,-0.01,0.95,0.6,0.2,0.5,0.5,9.3195,-25.3614,-62.1354,True,0.15
1.02,-0.01,0.95,0.6,0.2,0.75,0.25,9.3068,-23.4624,-58.1044,True,0.1602
1.02,-0.01,0.95,0.6,0.2,1.0,0.0,9.2239,-21.5674,-53.6459,True,0.1719
1.02,-0.01,0.95,0.6,0.3,0.0,1.0,9.3279,-29.732,-66.0264,True,0.1413
1.02,-0.01,0.95,0.6,0.3,0.25,0.75,9.4315,-28.1185,-62.9217,True,0.1499
1.02,-0.01,0.95,0.6,0.3,0.5,0.5,9.4803,-26.4968,-59.5097,True,0.1593
1.02,-0.01,0.95,0.6,0.3,0.75,0.25,9.4706,-24.8739,-55.768,True,0.1698
1.02,-0.01,0.95,0.6,0.3,1.0,0.0,9.4012,-23.257,-51.6744,True,0.1819
1.02,-0.01,0.95,0.7,0.0,0.0,1.0,8.7736,-34.6757,-74.4556,True,0.1178
1.02,-0.01,0.95,0.7,0.0,0.25,0.75,8.9299,-32.102,-70.9085,True,0.1259
1.02,-0.01,0.95,0.7,0.0,0.5,0.5,9.0014,-29.4715,-66.9142,True,0.1345
1.02,-0.01,0.95,0.7,0.0,0.75,0.25,8.9835,-26.7818,-62.4127,True,0.1439
1.02,-0.01,0.95,0.7,0.0,1.0,0.0,8.8711,-24.0304,-57.3336,True,0.1547
1.02,-0.01,0.95,0.7,0.1,0.0,1.0,8.9731,-31.774,-71.8106,True,0.125
1.02,-0.01,0.95,0.7,0.1,0.25,0.75,9.1097,-29.3795,-68.3822,True,0.1332
1.02,-0.01,0.95,0.7,0.1,0.5,0.5,9.1725,-26.9359,-64.5507,True,0.1421
1.02,-0.01,0.95,0.7,0.1,0.75,0.25,9.1577,-24.4429,-60.2697,True,0.1519
1.02,-0.01,0.95,0.7,0.1,1.0,0.0,9.0609,-21.9008,-55.4865,True,0.1633
1.02,-0.01,0.95,0.7,0.2,0.0,1.0,9.1625,-29.0691,-68.9895,True,0.1328
1.02,-0.01,0.95,0.7,0.2,0.25,0.75,9.2831,-27.1786,-65.7064,True,0.1413
1.02,-0.01,0.95,0.7,0.2,0.5,0.5,9.3379,-25.2818,-62.0672,True,0.1504
1.02,-0.01,0.95,0.7,0.2,0.75,0.25,9.3258,-23.3841,-58.038,True,0.1607
1.02,-0.01,0.95,0.7,0.2,1.0,0.0,9.2437,-21.4913,-53.5824,True,0.1725
1.02,-0.01,0.95,0.7,0.3,0.0,1.0,9.3637,-29.691,-66.0564,True,0.1418
1.02,-0.01,0.95,0.7,0.3,0.25,0.75,9.4641,-28.0723,-62.9326,True,0.1504
1.02,-0.01,0.95,0.7,0.3,0.5,0.5,9.5114,-26.4472,-59.5038,True,0.1598
1.02,-0.01,0.95,0.7,0.3,0.75,0.25,9.5024,-24.8225,-55.7473,True,0.1705
1.02,-0.01,0.95,0.7,0.3,1.0,0.0,9.4336,-23.2054,-51.6413,True,0.1827
1.02,-0.01,0.95,0.8,0.0,0.0,1.0,8.7942,-34.7351,-74.3606,True,0.1183
1.02,-0.01,0.95,0.8,0.0,0.25,0.75,8.9508,-32.1687,-70.8158,True,0.1264
1.02,-0.01,0.95,0.8,0.0,0.5,0.5,9.0227,-29.5458,-66.8252,True,0.135
1.02,-0.01,0.95,0.8,0.0,0.75,0.25,9.0054,-26.8638,-62.3287,True,0.1445
1.02,-0.01,0.95,0.8,0.0,1.0,0.0,8.8939,-24.1203,-57.2563,True,0.1553
1.02,-0.01,0.95,0.8,0.1,0.0,1.0,8.9913,-31.8545,-71.7276,True,0.1254
1.02,-0.01,0.95,0.8,0.1,0.25,0.75,9.1285,-29.4652,-68.3005,True,0.1337
1.02,-0.01,0.95,0.8,0.1,0.5,0.5,9.1919,-27.0269,-64.4715,True,0.1426
1.02,-0.01,0.95,0.8,0.1,0.75,0.25,9.1778,-24.5394,-60.1941,True,0.1525
1.02,-0.01,0.95,0.8,0.1,1.0,0.0,9.082,-22.0029,-55.4159,True,0.1639
1.02,-0.01,0.95,0.8,0.2,0.0,1.0,9.1925,-29.0219,-68.9806,True,0.1333
1.02,-0.01,0.95,0.8,0.2,0.25,0.75,9.3108,-27.1283,-65.6851,True,0.1417
1.02,-0.01,0.95,0.8,0.2,0.5,0.5,9.3663,-25.2296,-62.0356,True,0.151
1.02,-0.01,0.95,0.8,0.2,0.75,0.25,9.3553,-23.3313,-57.9979,True,0.1613
1.02,-0.01,0.95,0.8,0.2,1.0,0.0,9.274,-21.439,-53.5358,True,0.1732
1.02,-0.01,0.95,0.8,0.3,0.0,1.0,9.3665,-29.691,-66.0694,True,0.1418
1.02,-0.01,0.95,0.8,0.3,0.25,0.75,9.466,-28.0723,-62.9439,True,0.1504
1.02,-0.01,0.95,0.8,0.3,0.5,0.5,9.5127,-26.4473,-59.5127,True,0.1598
1.02,-0.01,0.95,0.8,0.3,0.75,0.25,9.5028,-24.8226,-55.7536,True,0.1704
1.02,-0.01,0.95,0.8,0.3,1.0,0.0,9.4334,-23.2056,-51.6449,True,0.1827
1.02,-0.01,0.95,0.9,0.0,0.0,1.0,8.8136,-34.7944,-74.2659,True,0.1187
1.02,-0.01,0.95,0.9,0.0,0.25,0.75,8.9707,-32.2355,-70.7233,True,0.1268
1.02,-0.01,0.95,0.9,0.0,0.5,0.5,9.0432,-29.6201,-66.7363,True,0.1355
1.02,-0.01,0.95,0.9,0.0,0.75,0.25,9.0267,-26.9458,-62.245,True,0.145
1.02,-0.01,0.95,0.9,0.0,1.0,0.0,8.9162,-24.2102,-57.1792,True,0.1559
1.02,-0.01,0.95,0.9,0.1,0.0,1.0,9.0153,-31.9304,-71.6771,True,0.1258
1.02,-0.01,0.95,0.9,0.1,0.25,0.75,9.1528,-29.5449,-68.2448,True,0.1341
1.02,-0.01,0.95,0.9,0.1,0.5,0.5,9.2169,-27.11,-64.4123,True,0.1431
1.02,-0.01,0.95,0.9,0.1,0.75,0.25,9.2038,-24.6256,-60.1331,True,0.1531
1.02,-0.01,0.95,0.9,0.1,1.0,0.0,9.1089,-22.0916,-55.3546,True,0.1646
1.02,-0.01,0.95,0.9,0.2,0.0,1.0,9.1947,-29.0219,-68.9893,True,0.1333
1.02,-0.01,0.95,0.9,0.2,0.25,0.75,9.3124,-27.1283,-65.6929,True,0.1418
1.02,-0.01,0.95,0.9,0.2,0.5,0.5,9.3673,-25.2297,-62.0418,True,0.151
1.02,-0.01,0.95,0.9,0.2,0.75,0.25,9.3557,-23.3313,-58.0024,True,0.1613
1.02,-0.01,0.95,0.9,0.2,1.0,0.0,9.2739,-21.4391,-53.5385,True,0.1732
1.02,-0.01,0.95,0.9,0.3,0.0,1.0,9.3665,-29.691,-66.0694,True,0.1418
1.02,-0.01,0.95,0.9,0.3,0.25,0.75,9.466,-28.0723,-62.9439,True,0.1504
1.02,-0.01,0.95,0.9,0.3,0.5,0.5,9.5127,-26.4473,-59.5127,True,0.1598
1.02,-0.01,0.95,0.9,0.3,0.75,0.25,9.5028,-24.8226,-55.7536,True,0.1704
1.02,-0.01,0.95,0.9,0.3,1.0,0.0,9.4334,-23.2056,-51.6449,True,0.1827
1.02,-0.01,0.95,1.0,0.0,0.0,1.0,8.8318,-34.8537,-74.1712,True,0.1191
1.02,-0.01,0.95,1.0,0.0,0.25,0.75,8.9896,-32.3022,-70.631,True,0.1273
1.02,-0.01,0.95,1.0,0.0,0.5,0.5,9.0629,-29.6944,-66.6476,True,0.136
1.02,-0.01,0.95,1.0,0.0,0.75,0.25,9.0474,-27.0278,-62.1614,True,0.1455
1.02,-0.01,0.95,1.0,0.0,1.0,0.0,8.9381,-24.3001,-57.1022,True,0.1565
1.02,-0.01,0.95,1.0,0.1,0.0,1.0,9.0166,-31.9304,-71.6814,True,0.1258
1.02,-0.01,0.95,1.0,0.1,0.25,0.75,9.1536,-29.5449,-68.2487,True,0.1341
1.02,-0.01,0.95,1.0,0.1,0.5,0.5,9.2175,-27.11,-64.4155,True,0.1431
1.02,-0.01,0.95,1.0,0.1,0.75,0.25,9.204,-24.6256,-60.1354,True,0.1531
1.02,-0.01,0.95,1.0,0.1,1.0,0.0,9.1089,-22.0915,-55.3561,True,0.1646
1.02,-0.01,0.95,1.0,0.2,0.0,1.0,9.1947,-29.0219,-68.9893,True,0.1333
1.02,-0.01,0.95,1.0,0.2,0.25,0.75,9.3124,-27.1283,-65.6929,True,0.1418
1.02,-0.01,0.95,1.0,0.2,0.5,0.5,9.3673,-25.2297,-62.0418,True,0.151
1.02,-0.01,0.95,1.0,0.2,0.75,0.25,9.3557,-23.3313,-58.0024,True,0.1613
1.02,-0.01,0.95,1.0,0.2,1.0,0.0,9.2739,-21.4391,-53.5385,True,0.1732
1.02,-0.01,0.95,1.0,0.3,0.0,1.0,9.3665,-29.691,-66.0694,True,0.1418
1.02,-0.01,0.95,1.0,0.3,0.25,0.75,9.466,-28.0723,-62.9439,True,0.1504
1.02,-0.01,0.95,1.0,0.3,0.5,0.5,9.5127,-26.4473,-59.5127,True,0.1598
1.02,-0.01,0.95,1.0,0.3,0.75,0.25,9.5028,-24.8226,-55.7536,True,0.1704
1.02,-0.01,0.95,1.0,0.3,1.0,0.0,9.4334,-23.2056,-51.6449,True,0.1827
1.02,-0.01,0.97,0.1,0.0,0.0,1.0,9.0539,-34.1088,-65.7754,True,0.1376
1.02,-0.01,0.97,0.1,0.0,0.25,0.75,9.0147,-31.5133,-62.1995,True,0.1449
1.02,-0.01,0.97,0.1,0.0,0.5,0.5,8.9107,-28.8467,-58.2704,True,0.1529
1.02,-0.01,0.97,0.1,0.0,0.75,0.25,8.7375,-26.1066,-53.9494,True,0.162
1.02,-0.01,0.97,0.1,0.0,1.0,0.0,8.4895,-23.2907,-49.1922,True,0.1726
1.02,-0.01,0.97,0.1,0.1,0.0,1.0,9.3301,-31.3021,-64.6972,True,0.1442
1.02,-0.01,0.97,0.1,0.1,0.25,0.75,9.2954,-28.8135,-61.2248,True,0.1518
1.02,-0.01,0.97,0.1,0.1,0.5,0.5,9.2045,-26.2679,-57.4354,True,0.1603
1.02,-0.01,0.97,0.1,0.1,0.75,0.25,9.054,-23.6653,-53.3011,True,0.1699
1.02,-0.01,0.97,0.1,0.1,1.0,0.0,8.8397,-21.0059,-48.7917,True,0.1812
1.02,-0.01,0.97,0.1,0.2,0.0,1.0,9.6105,-28.1629,-62.7229,True,0.1532
1.02,-0.01,0.97,0.1,0.2,0.25,0.75,9.574,-25.8146,-59.4011,True,0.1612
1.02,-0.01,0.97,0.1,0.2,0.5,0.5,9.4893,-23.4294,-55.8081,True,0.17
1.02,-0.01,0.97,0.1,0.2,0.75,0.25,9.3526,-21.0183,-51.9297,True,0.1801
1.02,-0.01,0.97,0.1,0.2,1.0,0.0,9.1617,-18.9277,-47.7415,True,0.1919
1.02,-0.01,0.97,0.1,0.3,0.0,1.0,9.9051,-26.1833,-60.4175,True,0.1639
1.02,-0.01,0.97,0.1,0.3,0.25,0.75,9.863,-24.8914,-57.3036,True,0.1721
1.02,-0.01,0.97,0.1,0.3,0.5,0.5,9.7814,-23.6125,-53.9598,True,0.1813
1.02,-0.01,0.97,0.1,0.3,0.75,0.25,9.6561,-22.3519,-50.3864,True,0.1916
1.02,-0.01,0.97,0.1,0.3,1.0,0.0,9.4841,-21.1144,-46.7268,True,0.203
1.02,-0.01,0.97,0.2,0.0,0.0,1.0,9.6045,-32.6203,-68.2328,True,0.1408
1.02,-0.01,0.97,0.2,0.0,0.25,0.75,9.5808,-30.0422,-64.4602,True,0.1486
1.02,-0.01,0.97,0.2,0.0,0.5,0.5,9.4822,-27.3936,-60.4197,True,0.1569
1.02,-0.01,0.97,0.2,0.0,0.75,0.25,9.3032,-24.6719,-55.9549,True,0.1663
1.02,-0.01,0.97,0.2,0.0,1.0,0.0,9.0374,-21.874,-51.0173,True,0.1771
1.02,-0.01,0.97,0.2,0.1,0.0,1.0,9.6893,-30.0717,-66.1995,True,0.1464
1.02,-0.01,0.97,0.2,0.1,0.25,0.75,9.6691,-27.6281,-62.6954,True,0.1542
1.02,-0.01,0.97,0.2,0.1,0.5,0.5,9.5831,-25.1252,-58.851,True,0.1628
1.02,-0.01,0.97,0.2,0.1,0.75,0.25,9.4272,-22.5628,-54.6348,True,0.1725
1.02,-0.01,0.97,0.2,0.1,1.0,0.0,9.1967,-19.9405,-50.0126,True,0.1839
1.02,-0.01,0.97,0.2,0.2,0.0,1.0,9.7506,-27.4173,-64.1004,True,0.1521
1.02,-0.01,0.97,0.2,0.2,0.25,0.75,9.7368,-25.1175,-60.7709,True,0.1602
1.02,-0.01,0.97,0.2,0.2,0.5,0.5,9.6655,-23.0946,-57.1422,True,0.1691
1.02,-0.01,0.97,0.2,0.2,0.75,0.25,9.5408,-21.4982,-53.1915,True,0.1794
1.02,-0.01,0.97,0.2,0.2,1.0,0.0,9.3538,-19.9162,-48.8977,True,0.1913
1.02,-0.01,0.97,0.2,0.3,0.0,1.0,9.9748,-27.2499,-61.4694,True,0.1623
1.02,-0.01,0.97,0.2,0.3,0.25,0.75,9.9595,-25.8619,-58.3441,True,0.1707
1.02,-0.01,0.97,0.2,0.3,0.5,0.5,9.8962,-24.481,-54.966,True,0.18
1.02,-0.01,0.97,0.2,0.3,0.75,0.25,9.7817,-23.1123,-51.3231,True,0.1906
1.02,-0.01,0.97,0.2,0.3,1.0,0.0,9.6136,-21.7617,-47.405,True,0.2028
1.02,-0.01,0.97,0.3,0.0,0.0,1.0,9.7419,-34.8514,-70.0924,True,0.139
1.02,-0.01,0.97,0.3,0.0,0.25,0.75,9.7262,-32.1798,-65.8616,True,0.1477
1.02,-0.01,0.97,0.3,0.0,0.5,0.5,9.6331,-29.4799,-61.2979,True,0.1572
1.02,-0.01,0.97,0.3,0.0,0.75,0.25,9.457,-26.7546,-56.7913,True,0.1665
1.02,-0.01,0.97,0.3,0.0,1.0,0.0,9.1912,-24.0072,-51.7908,True,0.1775
1.02,-0.01,0.97,0.3,0.1,0.0,1.0,9.987,-30.0512,-67.4205,True,0.1481
1.02,-0.01,0.97,0.3,0.1,0.25,0.75,9.9622,-27.4538,-63.2313,True,0.1576
1.02,-0.01,0.97,0.3,0.1,0.5,0.5,9.869,-24.7986,-59.3216,True,0.1664
1.02,-0.01,0.97,0.3,0.1,0.75,0.25,9.7024,-22.0881,-55.0667,True,0.1762
1.02,-0.01,0.97,0.3,0.1,1.0,0.0,9.4563,-19.3335,-50.388,True,0.1877
1.02,-0.01,0.97,0.3,0.2,0.0,1.0,10.0852,-26.1205,-64.4186,True,0.1566
1.02,-0.01,0.97,0.3,0.2,0.25,0.75,10.0607,-24.3694,-60.9257,True,0.1651
1.02,-0.01,0.97,0.3,0.2,0.5,0.5,9.9758,-22.7702,-57.2896,True,0.1741
1.02,-0.01,0.97,0.3,0.2,0.75,0.25,9.8272,-21.1781,-53.3232,True,0.1843
1.02,-0.01,0.97,0.3,0.2,1.0,0.0,9.6115,-19.5981,-49.0034,True,0.1961
1.02,-0.01,0.97,0.3,0.3,0.0,1.0,10.1903,-26.8627,-61.6114,True,0.1654
1.02,-0.01,0.97,0.3,0.3,0.25,0.75,10.1654,-25.5027,-58.5065,True,0.1737
1.02,-0.01,0.97,0.3,0.3,0.5,0.5,10.0882,-24.1448,-55.1411,True,0.183
1.02,-0.01,0.97,0.3,0.3,0.75,0.25,9.9563,-22.7947,-51.5018,True,0.1933
1.02,-0.01,0.97,0.3,0.3,1.0,0.0,9.7676,-21.4591,-47.5768,True,0.2053
1.02,-0.01,0.97,0.4,0.0,0.0,1.0,9.9951,-34.3289,-70.791,True,0.1412
1.02,-0.01,0.97,0.4,0.0,0.25,0.75,9.968,-31.6824,-66.5711,True,0.1497
1.02,-0.01,0.97,0.4,0.0,0.5,0.5,9.8623,-29.0107,-61.7025,True,0.1598
1.02,-0.01,0.97,0.4,0.0,0.75,0.25,9.6726,-26.3167,-57.0105,True,0.1697
1.02,-0.01,0.97,0.4,0.0,1.0,0.0,9.3923,-23.6039,-51.9812,True,0.1807
1.02,-0.01,0.97,0.4,0.1,0.0,1.0,10.104,-30.0333,-67.9879,True,0.1486
1.02,-0.01,0.97,0.4,0.1,0.25,0.75,10.0763,-27.4383,-63.8007,True,0.1579
1.02,-0.01,0.97,0.4,0.1,0.5,0.5,9.9788,-24.7905,-59.5907,True,0.1675
1.02,-0.01,0.97,0.4,0.1,0.75,0.25,9.8073,-22.0921,-55.3258,True,0.1773
1.02,-0.01,0.97,0.4,0.1,1.0,0.0,9.5569,-19.3446,-50.6302,True,0.1888
1.02,-0.01,0.97,0.4,0.2,0.0,1.0,10.2136,-25.8099,-64.8764,True,0.1574
1.02,-0.01,0.97,0.4,0.2,0.25,0.75,10.1825,-24.0241,-61.1976,True,0.1664
1.02,-0.01,0.97,0.4,0.2,0.5,0.5,10.0906,-22.4476,-57.5722,True,0.1753
1.02,-0.01,0.97,0.4,0.2,0.75,0.25,9.9342,-20.8769,-53.6042,True,0.1853
1.02,-0.01,0.97,0.4,0.2,1.0,0.0,9.7106,-19.3171,-49.2702,True,0.1971
1.02,-0.01,0.97,0.4,0.3,0.0,1.0,10.346,-26.7266,-61.6985,True,0.1677
1.02,-0.01,0.97,0.4,0.3,0.25,0.75,10.3111,-25.3744,-58.6032,True,0.1759
1.02,-0.01,0.97,0.4,0.3,0.5,0.5,10.2233,-24.0241,-55.2426,True,0.1851
1.02,-0.01,0.97,0.4,0.3,0.75,0.25,10.08,-22.6815,-51.6028,True,0.1953
1.02,-0.01,0.97,0.4,0.3,1.0,0.0,9.8793,-21.3529,-47.6721,True,0.2072
1.02,-0.01,0.97,0.5,0.0,0.0,1.0,10.1268,-34.1172,-71.1887,True,0.1423
1.02,-0.01,0.97,0.5,0.0,0.25,0.75,10.0953,-31.4785,-66.9812,True,0.1507
1.02,-0.01,0.97,0.5,0.0,0.5,0.5,9.9845,-28.8168,-62.1204,True,0.1607
1.02,-0.01,0.97,0.5,0.0,0.75,0.25,9.7891,-26.1356,-57.2466,True,0.171
1.02,-0.01,0.97,0.5,0.0,1.0,0.0,9.5025,-23.4383,-52.205,True,0.182
1.02,-0.01,0.97,0.5,0.1,0.0,1.0,10.2736,-30.0795,-68.2369,True,0.1506
1.02,-0.01,0.97,0.5,0.1,0.25,0.75,10.2357,-27.4609,-64.0575,True,0.1598
1.02,-0.01,0.97,0.5,0.1,0.5,0.5,10.1276,-24.7931,-59.6537,True,0.1698
1.02,-0.01,0.97,0.5,0.1,0.75,0.25,9.9449,-22.0777,-55.3875,True,0.1796
1.02,-0.01,0.97,0.5,0.1,1.0,0.0,9.683,-19.3156,-50.687,True,0.191
1.02,-0.01,0.97,0.5,0.2,0.0,1.0,10.4152,-26.0709,-64.9752,True,0.1603
1.02,-0.01,0.97,0.5,0.2,0.25,0.75,10.3716,-23.9521,-61.0616,True,0.1699
1.02,-0.01,0.97,0.5,0.2,0.5,0.5,10.2661,-22.3775,-57.4301,True,0.1788
1.02,-0.01,0.97,0.5,0.2,0.75,0.25,10.0955,-20.809,-53.4614,True,0.1888
1.02,-0.01,0.97,0.5,0.2,1.0,0.0,9.8567,-19.2518,-49.1317,True,0.2006
1.02,-0.01,0.97,0.5,0.3,0.0,1.0,10.5529,-26.6471,-61.5526,True,0.1714
1.02,-0.01,0.97,0.5,0.3,0.25,0.75,10.5038,-25.2974,-58.4592,True,0.1797
1.02,-0.01,0.97,0.5,0.3,0.5,0.5,10.4008,-23.9495,-55.1009,True,0.1888
1.02,-0.01,0.97,0.5,0.3,0.75,0.25,10.2416,-22.6095,-51.4639,True,0.199
1.02,-0.01,0.97,0.5,0.3,1.0,0.0,10.0245,-21.2837,-47.5368,True,0.2109
1.02,-0.01,0.97,0.6,0.0,0.0,1.0,10.3367,-33.7589,-71.188,True,0.1452
1.02,-0.01,0.97,0.6,0.0,0.25,0.75,10.2921,-31.1324,-66.9827,True,0.1537
1.02,-0.01,0.97,0.6,0.0,0.5,0.5,10.1678,-28.4847,-62.123,True,0.1637
1.02,-0.01,0.97,0.6,0.0,0.75,0.25,9.9585,-25.8193,-57.1097,True,0.1744
1.02,-0.01,0.97,0.6,0.0,1.0,0.0,9.6577,-23.1398,-52.0696,True,0.1855
1.02,-0.01,0.97,0.6,0.1,0.0,1.0,10.4789,-29.9771,-68.2536,True,0.1535
1.02,-0.01,0.97,0.6,0.1,0.25,0.75,10.4282,-27.3501,-64.0762,True,0.1627
1.02,-0.01,0.97,0.6,0.1,0.5,0.5,10.3065,-24.6768,-59.5164,True,0.1732
1.02,-0.01,0.97,0.6,0.1,0.75,0.25,10.1097,-21.9583,-55.2515,True,0.183
1.02,-0.01,0.97,0.6,0.1,1.0,0.0,9.8331,-19.1952,-50.5533,True,0.1945
1.02,-0.01,0.97,0.6,0.2,0.0,1.0,10.6171,-26.2327,-65.0109,True,0.1633
1.02,-0.01,0.97,0.6,0.2,0.25,0.75,10.5606,-23.8761,-60.9227,True,0.1733
1.02,-0.01,0.97,0.6,0.2,0.5,0.5,10.4414,-22.3041,-57.2925,True,0.1822
1.02,-0.01,0.97,0.6,0.2,0.75,0.25,10.2563,-20.7383,-53.3257,True,0.1923
1.02,-0.01,0.97,0.6,0.2,1.0,0.0,10.0025,-19.1839,-48.9988,True,0.2041
1.02,-0.01,0.97,0.6,0.3,0.0,1.0,10.7515,-26.5683,-61.411,True,0.1751
1.02,-0.01,0.97,0.6,0.3,0.25,0.75,10.6895,-25.221,-58.3194,True,0.1833
1.02,-0.01,0.97,0.6,0.3,0.5,0.5,10.5726,-23.8756,-54.963,True,0.1924
1.02,-0.01,0.97,0.6,0.3,0.75,0.25,10.3988,-22.5381,-51.3286,True,0.2026
1.02,-0.01,0.97,0.6,0.3,1.0,0.0,10.1663,-21.2151,-47.4046,True,0.2145
1.02,-0.01,0.97,0.7,0.0,0.0,1.0,10.5365,-33.3992,-71.1954,True,0.148
1.02,-0.01,0.97,0.7,0.0,0.25,0.75,10.4805,-30.785,-66.9921,True,0.1564
1.02,-0.01,0.97,0.7,0.0,0.5,0.5,10.3442,-28.1515,-62.1333,True,0.1665
1.02,-0.01,0.97,0.7,0.0,0.75,0.25,10.1223,-25.5021,-56.9771,True,0.1777
1.02,-0.01,0.97,0.7,0.0,1.0,0.0,9.8084,-22.8404,-51.9384,True,0.1888
1.02,-0.01,0.97,0.7,0.1,0.0,1.0,10.6753,-29.8519,-68.2765,True,0.1564
1.02,-0.01,0.97,0.7,0.1,0.25,0.75,10.6131,-27.22,-64.1006,True,0.1656
1.02,-0.01,0.97,0.7,0.1,0.5,0.5,10.4792,-24.5442,-59.3831,True,0.1765
1.02,-0.01,0.97,0.7,0.1,0.75,0.25,10.2695,-21.8254,-55.1191,True,0.1863
1.02,-0.01,0.97,0.7,0.1,1.0,0.0,9.9795,-19.0638,-50.4228,True,0.1979
1.02,-0.01,0.97,0.7,0.2,0.0,1.0,10.8103,-26.3483,-65.0526,True,0.1662
1.02,-0.01,0.97,0.7,0.2,0.25,0.75,10.7423,-23.8005,-60.9318,True,0.1763
1.02,-0.01,0.97,0.7,0.2,0.5,0.5,10.6107,-22.2311,-57.1588,True,0.1856
1.02,-0.01,0.97,0.7,0.2,0.75,0.25,10.4124,-20.668,-53.1936,True,0.1957
