entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,passed
1.01,0.005,0.95,0.1,0.0,0.0,1.0,0.83,-34.68,True
1.01,0.005,0.95,0.1,0.0,0.25,0.75,1.33,-31.78,True
1.01,0.005,0.95,0.1,0.0,0.5,0.5,1.78,-28.8,True
1.01,0.005,0.95,0.1,0.0,0.75,0.25,2.19,-25.73,True
1.01,0.005,0.95,0.1,0.0,1.0,0.0,2.54,-22.57,True
1.01,0.005,0.95,0.1,0.1,0.0,1.0,3.38,-30.12,True
1.01,0.005,0.95,0.1,0.1,0.25,0.75,3.66,-27.44,True
1.01,0.005,0.95,0.1,0.1,0.5,0.5,3.92,-24.69,True
1.01,0.005,0.95,0.1,0.1,0.75,0.25,4.16,-21.86,True
1.01,0.005,0.95,0.1,0.1,1.0,0.0,4.38,-18.97,True
1.01,0.005,0.95,0.1,0.2,0.0,1.0,4.97,-25.61,True
1.01,0.005,0.95,0.1,0.2,0.25,0.75,5.14,-23.14,True
1.01,0.005,0.95,0.1,0.2,0.5,0.5,5.32,-20.62,True
1.01,0.005,0.95,0.1,0.2,0.75,0.25,5.48,-18.41,True
1.01,0.005,0.95,0.1,0.2,1.0,0.0,5.63,-17.25,True
1.01,0.005,0.95,0.1,0.3,0.0,1.0,6.08,-25.68,True
1.01,0.005,0.95,0.1,0.3,0.25,0.75,6.23,-24.49,True
1.01,0.005,0.95,0.1,0.3,0.5,0.5,6.36,-23.3,True
1.01,0.005,0.95,0.1,0.3,0.75,0.25,6.49,-22.13,True
1.01,0.005,0.95,0.1,0.3,1.0,0.0,6.6,-20.98,True
1.01,0.005,0.95,0.2,0.0,0.0,1.0,1.13,-28.02,True
1.01,0.005,0.95,0.2,0.0,0.25,0.75,1.71,-25.71,True
1.01,0.005,0.95,0.2,0.0,0.5,0.5,2.24,-23.37,True
1.01,0.005,0.95,0.2,0.0,0.75,0.25,2.7,-21.0,True
1.01,0.005,0.95,0.2,0.0,1.0,0.0,3.1,-18.59,True
1.01,0.005,0.95,0.2,0.1,0.0,1.0,3.46,-29.29,True
1.01,0.005,0.95,0.2,0.1,0.25,0.75,3.81,-27.15,True
1.01,0.005,0.95,0.2,0.1,0.5,0.5,4.13,-25.01,True
1.01,0.005,0.95,0.2,0.1,0.75,0.25,4.42,-22.86,True
1.01,0.005,0.95,0.2,0.1,1.0,0.0,4.68,-20.7,True
1.01,0.005,0.95,0.2,0.2,0.0,1.0,4.9,-32.1,True
1.01,0.005,0.95,0.2,0.2,0.25,0.75,5.14,-30.08,True
1.01,0.005,0.95,0.2,0.2,0.5,0.5,5.37,-28.03,True
1.01,0.005,0.95,0.2,0.2,0.75,0.25,5.58,-25.97,True
1.01,0.005,0.95,0.2,0.2,1.0,0.0,5.78,-23.9,True
1.01,0.005,0.95,0.2,0.3,0.0,1.0,6.08,-33.12,True
1.01,0.005,0.95,0.2,0.3,0.25,0.75,6.24,-31.3,True
1.01,0.005,0.95,0.2,0.3,0.5,0.5,6.4,-29.47,True
1.01,0.005,0.95,0.2,0.3,0.75,0.25,6.55,-27.63,True
1.01,0.005,0.95,0.2,0.3,1.0,0.0,6.7,-25.78,True
1.01,0.005,0.95,0.3,0.0,0.0,1.0,1.58,-31.96,True
1.01,0.005,0.95,0.3,0.0,0.25,0.75,2.18,-29.32,True
1.01,0.005,0.95,0.3,0.0,0.5,0.5,2.72,-26.64,True
1.01,0.005,0.95,0.3,0.0,0.75,0.25,3.18,-23.93,True
1.01,0.005,0.95,0.3,0.0,1.0,0.0,3.58,-21.18,True
1.01,0.005,0.95,0.3,0.1,0.0,1.0,3.7,-33.21,True
1.01,0.005,0.95,0.3,0.1,0.25,0.75,4.06,-30.78,True
1.01,0.005,0.95,0.3,0.1,0.5,0.5,4.41,-28.32,True
1.01,0.005,0.95,0.3,0.1,0.75,0.25,4.72,-25.84,True
1.01,0.005,0.95,0.3,0.1,1.0,0.0,4.99,-23.34,True
1.01,0.005,0.95,0.3,0.2,0.0,1.0,5.18,-34.56,True
1.01,0.005,0.95,0.3,0.2,0.25,0.75,5.42,-32.32,True
1.01,0.005,0.95,0.3,0.2,0.5,0.5,5.64,-30.06,True
1.01,0.005,0.95,0.3,0.2,0.75,0.25,5.86,-27.79,True
1.01,0.005,0.95,0.3,0.2,1.0,0.0,6.04,-25.51,True
1.01,0.005,0.95,0.3,0.3,0.0,1.0,6.24,-35.8,True
1.01,0.005,0.95,0.3,0.3,0.25,0.75,6.41,-33.74,True
1.01,0.005,0.95,0.3,0.3,0.5,0.5,6.59,-31.68,True
1.01,0.005,0.95,0.3,0.3,0.75,0.25,6.75,-29.61,True
1.01,0.005,0.95,0.3,0.3,1.0,0.0,6.89,-27.53,True
1.01,0.005,0.95,0.4,0.0,0.0,1.0,2.0,-34.61,True
1.01,0.005,0.95,0.4,0.0,0.25,0.75,2.59,-31.81,True
1.01,0.005,0.95,0.4,0.0,0.5,0.5,3.11,-28.97,True
1.01,0.005,0.95,0.4,0.0,0.75,0.25,3.57,-26.08,True
1.01,0.005,0.95,0.4,0.0,1.0,0.0,3.95,-23.14,True
1.01,0.005,0.95,0.4,0.1,0.0,1.0,3.98,-36.05,True
1.01,0.005,0.95,0.4,0.1,0.25,0.75,4.34,-33.44,True
1.01,0.005,0.95,0.4,0.1,0.5,0.5,4.68,-30.79,True
1.01,0.005,0.95,0.4,0.1,0.75,0.25,4.98,-28.11,True
1.01,0.005,0.95,0.4,0.1,1.0,0.0,5.24,-25.4,True
1.01,0.005,0.95,0.4,0.2,0.0,1.0,5.29,-37.33,True
1.01,0.005,0.95,0.4,0.2,0.25,0.75,5.55,-34.9,True
1.01,0.005,0.95,0.4,0.2,0.5,0.5,5.79,-32.44,True
1.01,0.005,0.95,0.4,0.2,0.75,0.25,6.01,-29.95,True
1.01,0.005,0.95,0.4,0.2,1.0,0.0,6.21,-27.44,True
1.01,0.005,0.95,0.4,0.3,0.0,1.0,6.28,-38.33,True
1.01,0.005,0.95,0.4,0.3,0.25,0.75,6.46,-36.09,True
1.01,0.005,0.95,0.4,0.3,0.5,0.5,6.64,-33.83,True
1.01,0.005,0.95,0.4,0.3,0.75,0.25,6.8,-31.55,True
1.01,0.005,0.95,0.4,0.3,1.0,0.0,6.94,-29.27,True
1.01,0.005,0.97,0.1,0.0,0.0,1.0,-2.08,-33.67,True
1.01,0.005,0.97,0.1,0.0,0.25,0.75,-1.45,-31.3,True
1.01,0.005,0.97,0.1,0.0,0.5,0.5,-0.85,-28.78,True
1.01,0.005,0.97,0.1,0.0,0.75,0.25,-0.31,-26.08,True
1.01,0.005,0.97,0.1,0.0,1.0,0.0,0.19,-23.16,True
1.01,0.005,0.97,0.1,0.1,0.0,1.0,2.04,-28.28,True
1.01,0.005,0.97,0.1,0.1,0.25,0.75,2.26,-26.32,True
1.01,0.005,0.97,0.1,0.1,0.5,0.5,2.49,-24.19,True
1.01,0.005,0.97,0.1,0.1,0.75,0.25,2.74,-21.85,True
1.01,0.005,0.97,0.1,0.1,1.0,0.0,2.98,-19.28,True
1.01,0.005,0.97,0.1,0.2,0.0,1.0,4.26,-23.93,True
1.01,0.005,0.97,0.1,0.2,0.25,0.75,4.39,-22.18,True
1.01,0.005,0.97,0.1,0.2,0.5,0.5,4.52,-20.38,True
1.01,0.005,0.97,0.1,0.2,0.75,0.25,4.65,-18.54,True
1.01,0.005,0.97,0.1,0.2,1.0,0.0,4.79,-16.67,True
1.01,0.005,0.97,0.1,0.3,0.0,1.0,5.73,-24.19,True
1.01,0.005,0.97,0.1,0.3,0.25,0.75,5.81,-23.18,True
1.01,0.005,0.97,0.1,0.3,0.5,0.5,5.9,-22.19,True
1.01,0.005,0.97,0.1,0.3,0.75,0.25,5.98,-21.21,True
1.01,0.005,0.97,0.1,0.3,1.0,0.0,6.06,-20.26,True
1.01,0.005,0.97,0.2,0.0,0.0,1.0,-1.38,-38.13,True
1.01,0.005,0.97,0.2,0.0,0.25,0.75,-0.69,-35.5,True
1.01,0.005,0.97,0.2,0.0,0.5,0.5,-0.06,-32.69,True
1.01,0.005,0.97,0.2,0.0,0.75,0.25,0.52,-29.67,True
1.01,0.005,0.97,0.2,0.0,1.0,0.0,1.03,-26.39,True
1.01,0.005,0.97,0.2,0.1,0.0,1.0,2.78,-30.6,True
1.01,0.005,0.97,0.2,0.1,0.25,0.75,3.04,-28.59,True
1.01,0.005,0.97,0.2,0.1,0.5,0.5,3.29,-26.34,True
1.01,0.005,0.97,0.2,0.1,0.75,0.25,3.54,-23.84,True
1.01,0.005,0.97,0.2,0.1,1.0,0.0,3.77,-21.04,True
1.01,0.005,0.97,0.2,0.2,0.0,1.0,4.75,-28.82,True
