entry_signal,drop_level,exit_signal,buy_pct,alloc_base,alloc_x2,alloc_x3,cagr,worst_ann_ret,passed
1.01,0.005,0.95,0.1,0.0,0.0,1.0,15.95,-30.17,True
1.01,0.005,0.95,0.1,0.0,0.25,0.75,15.01,-28.39,True
1.01,0.005,0.95,0.1,0.0,0.5,0.5,14.01,-26.37,True
1.01,0.005,0.95,0.1,0.0,0.75,0.25,12.96,-24.03,True
1.01,0.005,0.95,0.1,0.0,1.0,0.0,11.86,-21.26,True
1.01,0.005,0.95,0.1,0.1,0.0,1.0,15.92,-30.09,True
1.01,0.005,0.95,0.1,0.1,0.25,0.75,15.01,-28.33,True
1.01,0.005,0.95,0.1,0.1,0.5,0.5,14.07,-26.34,True
1.01,0.005,0.95,0.1,0.1,0.75,0.25,13.08,-24.08,True
1.01,0.005,0.95,0.1,0.1,1.0,0.0,12.05,-21.45,True
1.01,0.005,0.95,0.1,0.2,0.0,1.0,15.83,-30.0,True
1.01,0.005,0.95,0.1,0.2,0.25,0.75,14.96,-28.27,True
1.01,0.005,0.95,0.1,0.2,0.5,0.5,14.06,-26.32,True
1.01,0.005,0.95,0.1,0.2,0.75,0.25,13.13,-24.13,True
1.01,0.005,0.95,0.1,0.2,1.0,0.0,12.17,-21.65,True
1.01,0.005,0.95,0.1,0.3,0.0,1.0,15.73,-29.91,True
1.01,0.005,0.95,0.1,0.3,0.25,0.75,14.9,-28.2,True
1.01,0.005,0.95,0.1,0.3,0.5,0.5,14.04,-26.3,True
1.01,0.005,0.95,0.1,0.3,0.75,0.25,13.16,-24.19,True
1.01,0.005,0.95,0.1,0.3,1.0,0.0,12.28,-21.84,True
1.01,0.005,0.95,0.2,0.0,0.0,1.0,18.57,-36.72,True
1.01,0.005,0.95,0.2,0.0,0.25,0.75,17.44,-34.56,True
1.01,0.005,0.95,0.2,0.0,0.5,0.5,16.25,-32.15,True
1.01,0.005,0.95,0.2,0.0,0.75,0.25,14.99,-29.41,True
1.01,0.005,0.95,0.2,0.0,1.0,0.0,13.67,-26.23,True
1.01,0.005,0.95,0.2,0.1,0.0,1.0,18.3,-36.69,True
1.01,0.005,0.95,0.2,0.1,0.25,0.75,17.19,-34.54,True
1.01,0.005,0.95,0.2,0.1,0.5,0.5,16.03,-32.16,True
1.01,0.005,0.95,0.2,0.1,0.75,0.25,14.83,-29.47,True
1.01,0.005,0.95,0.2,0.1,1.0,0.0,13.56,-26.41,True
1.01,0.005,0.95,0.2,0.2,0.0,1.0,17.97,-36.66,True
1.01,0.005,0.95,0.2,0.2,0.25,0.75,16.9,-34.53,True
1.01,0.005,0.95,0.2,0.2,0.5,0.5,15.78,-32.17,True
1.01,0.005,0.95,0.2,0.2,0.75,0.25,14.63,-29.55,True
1.01,0.005,0.95,0.2,0.2,1.0,0.0,13.45,-26.59,True
1.01,0.005,0.95,0.2,0.3,0.0,1.0,17.6,-36.63,True
1.01,0.005,0.95,0.2,0.3,0.25,0.75,16.56,-34.51,True
1.01,0.005,0.95,0.2,0.3,0.5,0.5,15.5,-32.19,True
1.01,0.005,0.95,0.2,0.3,0.75,0.25,14.41,-29.63,True
1.01,0.005,0.95,0.2,0.3,1.0,0.0,13.3,-26.8,True
1.01,0.005,0.95,0.3,0.0,0.0,1.0,18.88,-43.03,False
1.01,0.005,0.95,0.3,0.0,0.25,0.75,17.74,-40.51,False
1.01,0.005,0.95,0.3,0.0,0.5,0.5,16.54,-37.74,True
1.01,0.005,0.95,0.3,0.0,0.75,0.25,15.27,-34.63,True
1.01,0.005,0.95,0.3,0.0,1.0,0.0,13.93,-31.09,True
1.01,0.005,0.95,0.3,0.1,0.0,1.0,18.53,-43.03,False
1.01,0.005,0.95,0.3,0.1,0.25,0.75,17.42,-40.52,False
1.01,0.005,0.95,0.3,0.1,0.5,0.5,16.26,-37.77,True
1.01,0.005,0.95,0.3,0.1,0.75,0.25,15.03,-34.72,True
1.01,0.005,0.95,0.3,0.1,1.0,0.0,13.76,-31.28,True
1.01,0.005,0.95,0.3,0.2,0.0,1.0,18.17,-43.03,False
1.01,0.005,0.95,0.3,0.2,0.25,0.75,17.08,-40.54,False
1.01,0.005,0.95,0.3,0.2,0.5,0.5,15.95,-37.82,True
1.01,0.005,0.95,0.3,0.2,0.75,0.25,14.78,-34.82,True
1.01,0.005,0.95,0.3,0.2,1.0,0.0,13.58,-31.49,True
1.01,0.005,0.95,0.3,0.3,0.0,1.0,17.75,-43.03,False
1.01,0.005,0.95,0.3,0.3,0.25,0.75,16.71,-40.55,False
1.01,0.005,0.95,0.3,0.3,0.5,0.5,15.63,-37.86,True
1.01,0.005,0.95,0.3,0.3,0.75,0.25,14.55,-34.62,True
1.01,0.005,0.95,0.3,0.3,1.0,0.0,13.45,-31.01,True
1.01,0.005,0.95,0.4,0.0,0.0,1.0,19.21,-46.21,False
1.01,0.005,0.95,0.4,0.0,0.25,0.75,18.05,-43.5,False
1.01,0.005,0.95,0.4,0.0,0.5,0.5,16.83,-40.54,False
1.01,0.005,0.95,0.4,0.0,0.75,0.25,15.53,-37.25,True
1.01,0.005,0.95,0.4,0.0,1.0,0.0,14.17,-33.53,True
1.01,0.005,0.95,0.4,0.1,0.0,1.0,18.9,-45.92,False
1.01,0.005,0.95,0.4,0.1,0.25,0.75,17.77,-43.18,False
1.01,0.005,0.95,0.4,0.1,0.5,0.5,16.59,-40.18,False
1.01,0.005,0.95,0.4,0.1,0.75,0.25,15.35,-36.86,True
1.01,0.005,0.95,0.4,0.1,1.0,0.0,14.05,-33.14,True
1.01,0.005,0.95,0.4,0.2,0.0,1.0,18.58,-45.6,False
1.01,0.005,0.95,0.4,0.2,0.25,0.75,17.48,-42.81,False
1.01,0.005,0.95,0.4,0.2,0.5,0.5,16.34,-39.77,True
1.01,0.005,0.95,0.4,0.2,0.75,0.25,15.15,-36.42,True
1.01,0.005,0.95,0.4,0.2,1.0,0.0,13.92,-32.71,True
1.01,0.005,0.95,0.4,0.3,0.0,1.0,18.15,-45.2,False
1.01,0.005,0.95,0.4,0.3,0.25,0.75,17.09,-42.36,False
1.01,0.005,0.95,0.4,0.3,0.5,0.5,16.0,-39.28,True
1.01,0.005,0.95,0.4,0.3,0.75,0.25,14.87,-35.91,True
1.01,0.005,0.95,0.4,0.3,1.0,0.0,13.72,-32.22,True
1.01,0.005,0.97,0.1,0.0,0.0,1.0,6.53,-26.35,True
1.01,0.005,0.97,0.1,0.0,0.25,0.75,6.26,-24.36,True
1.01,0.005,0.97,0.1,0.0,0.5,0.5,5.95,-22.33,True
1.01,0.005,0.97,0.1,0.0,0.75,0.25,5.61,-20.25,True
1.01,0.005,0.97,0.1,0.0,1.0,0.0,5.24,-18.12,True
1.01,0.005,0.97,0.1,0.1,0.0,1.0,7.78,-25.35,True
1.01,0.005,0.97,0.1,0.1,0.25,0.75,7.55,-23.74,True
1.01,0.005,0.97,0.1,0.1,0.5,0.5,7.3,-22.12,True
1.01,0.005,0.97,0.1,0.1,0.75,0.25,7.02,-20.5,True
1.01,0.005,0.97,0.1,0.1,1.0,0.0,6.72,-18.88,True
1.01,0.005,0.97,0.1,0.2,0.0,1.0,8.69,-25.49,True
1.01,0.005,0.97,0.1,0.2,0.25,0.75,8.48,-24.05,True
